en,gl,Alignment Score
legal,legal,0.0
unbelief,incredulidade,0.4
concomitant,concomitante,0.012121212121212088
restriction,restricion,0.013333333333333308
anus,ano,0.33333333333333337
complexion,tez,0.7777777777777778
sweet,doce,0.6666666666666667
scam,estafa,0.5
questioning,cuestionando,0.2606060606060606
sense,sentido,0.3733333333333334
transfiguration,transfiguracion,0.06222222222222218
trustworthy,de confianza,0.7575757575757576
representation,representacion,0.06666666666666665
fair,xusto,0.85
to see,ver,0.6666666666666667
early,cedo,0.6666666666666667
hmm,hmm,0.0
litigation,litixio,0.17142857142857149
nostalgia,nostalxia,0.10370370370370374
skillful,habil,0.56
scope,ambito,0.6933333333333334
determined,determinado,0.10666666666666669
sensitivity,sensibilidade,0.33939393939393936
length,lonxitude,0.5
arouse,espertar,0.5777777777777777
altruistic,altruista,0.11111111111111116
resignify,resignificar,0.12592592592592589
circumscription,circunscricion,0.13809523809523805
transcendent,transcendente,0.011111111111111072
to say,dicir,0.8400000000000001
presumption,presuncion,0.17999999999999994
bake,cocer,0.6666666666666667
family,familia,0.16666666666666663
behind,detras,0.6888888888888889
extemporaneous,extemporaneo,0.016666666666666496
promotion,promocion,0.10370370370370374
mediocrity,mediocridade,0.18666666666666665
proficiency,competencia,0.5393939393939394
devoid,carente,0.711111111111111
unusual,rara,0.7
implicitly,implicitamente,0.19999999999999984
infrastructure,infraestrutura,0.1333333333333332
foundation,fundacion,0.11851851851851858
resigned,dimitido,0.6333333333333333
unbelievable,incrible,0.375
systematize,sistematizar,0.17575757575757567
suffer,sufrir,0.288888888888889
transcend,transcender,0.022222222222222143
reference,referencia,0.11111111111111116
convalescent,convalecente,0.07777777777777772
phase,fase,0.25
it will be,sera,0.75
census,censo,0.19999999999999996
partially,parcialmente,0.3185185185185184
threshold,limite,0.6000000000000001
spouse,conxuxe,0.4666666666666667
dispensable,prescindible,0.4
coexistence,convivencia,0.40000000000000013
enterprise,empresa,0.4095238095238096
dissension,disension,0.014814814814814725
designation,designacion,0.08484848484848484
glory,gloria,0.19999999999999996
austere,austero,0.13333333333333341
gentle,manso,0.7066666666666668
high,alto,0.8333333333333334
motto,lema,0.6666666666666667
essential,esencial,0.13333333333333341
dichotomy,dicotomia,0.19999999999999996
for,para,0.6222222222222222
contemplate,contemplar,0.09999999999999987
abundantly,abundantemente,0.19999999999999984
discrepancy,discrepancia,0.09090909090909083
circumcised,circuncidado,0.24848484848484842
bulge,bulto,0.3466666666666668
intellectual,intelectual,0.012121212121212088
cheer,animo,0.8266666666666667
land,terra,0.6666666666666667
predisposition,predisposicion,0.06666666666666665
empathy,empatia,0.24761904761904763
grandma,avoa,0.5
black,negro,0.8266666666666667
antagonism,antagonismo,0.013333333333333308
be,ser,0.5333333333333334
recognition,reconecemento,0.33333333333333337
courteous,cortes,0.05555555555555558
austerity,austeridade,0.20740740740740737
however,con todo,0.7238095238095238
eminence,eminencia,0.125
no,non,0.06666666666666676
after,despois,0.72
conviction,conviccion,0.09333333333333338
stability,estabilidade,0.2222222222222222
consent,consentimento,0.06666666666666665
success,exito,0.7066666666666668
taciturn,taciturno,0.016666666666666607
imperceptible,imperceptible,0.0
merit,merito,0.026666666666666727
ordinary,ordinario,0.125
parsimony,parsimonia,0.11111111111111116
consistency,consistencia,0.09090909090909083
promiscuous,promiscuo,0.022222222222222143
indelible,indeleble,0.10370370370370374
biodiversity,biodiversidade,0.15555555555555545
idiosyncrasy,idiosincrasia,0.16111111111111098
resounding,rotundo,0.2952380952380952
discretion,discrecion,0.09333333333333338
epistemology,epistemoloxia,0.1499999999999999
reject,rexeitar,0.34444444444444455
instance,instancia,0.125
communion,comunon,0.03809523809523818
rise,subir,0.6500000000000001
personality,personalidade,0.16969696969696957
inhospitable,inhospito,0.12592592592592589
democracy,democracia,0.11111111111111116
extraordinary,extraordinario,0.07692307692307687
notorious,notorio,0.028571428571428692
some,algunhas,0.7
stereotyped,estereotipado,0.19393939393939397
notivago,nonivago,0.1166666666666667
