en,es,Alignment Score
legal,legal,0.0
unbelief,incredulidad,0.4916666666666667
concomitant,concomitante,0.012121212121212088
restriction,restriccion,0.08484848484848484
anus,ano,0.33333333333333337
complexion,tez,0.7777777777777778
sweet,dulce,0.6799999999999999
scam,estafa,0.5
questioning,interrogatorio,0.5636363636363637
sense,sentido,0.3733333333333334
transfiguration,transfiguracion,0.06222222222222218
trustworthy,confiable,0.7555555555555555
representation,representacion,0.06666666666666665
fair,justo,0.85
to see,para ver,0.6111111111111112
early,temprano,0.5733333333333334
hmm,mmm,0.3111111111111112
litigation,litigio,0.04761904761904767
nostalgia,nostalgia,0.0
skillful,habil,0.56
scope,alcance,0.5466666666666666
determined,determinado,0.10666666666666669
sensitivity,sensibilidad,0.33333333333333337
length,longitud,0.34444444444444455
arouse,despertar,0.5888888888888889
altruistic,altruista,0.11111111111111116
resignify,resignificar,0.12592592592592589
circumscription,circunscripcion,0.12444444444444436
transcendent,trascendente,0.07777777777777772
to say,decir,0.8400000000000001
presumption,presuncion,0.17999999999999994
bake,hornear,0.7
family,familia,0.16666666666666663
behind,detras,0.6888888888888889
extemporaneous,extemporaneo,0.016666666666666496
promotion,promocion,0.10370370370370374
mediocrity,mediocridad,0.17999999999999994
proficiency,competencia,0.5393939393939394
devoid,vacio,0.5333333333333333
unusual,inusual,0.13333333333333341
implicitly,implicitamente,0.19999999999999984
infrastructure,infraestructura,0.07619047619047614
foundation,base,0.7666666666666667
resigned,renunciar,0.5333333333333334
unbelievable,increible,0.33333333333333337
systematize,sistematizar,0.17575757575757567
suffer,sufrir,0.288888888888889
transcend,trascender,0.11111111111111116
reference,referencia,0.11111111111111116
convalescent,convaleciente,0.08888888888888902
phase,fase,0.25
it will be,sera,0.75
census,censo,0.19999999999999996
partially,parcialmente,0.3185185185185184
threshold,limite,0.6000000000000001
spouse,conyuge,0.4666666666666667
dispensable,dispensable,0.0
coexistence,coexistencia,0.09090909090909083
enterprise,empresa,0.4095238095238096
dissension,disension,0.014814814814814725
designation,designacion,0.08484848484848484
glory,gloria,0.19999999999999996
austere,austero,0.13333333333333341
gentle,amable,0.5555555555555556
high,alto,0.8333333333333334
motto,lema,0.6666666666666667
essential,basico,0.6222222222222222
dichotomy,dicotomia,0.19999999999999996
for,para,0.6222222222222222
contemplate,contemplar,0.09999999999999987
abundantly,abundantemente,0.19999999999999984
discrepancy,discrepancia,0.09090909090909083
circumcised,circunciso,0.19333333333333336
bulge,bulto,0.3466666666666668
intellectual,intelectual,0.012121212121212088
cheer,alegria,0.56
land,tierra,0.6833333333333333
predisposition,predisposicion,0.06666666666666665
empathy,empatia,0.24761904761904763
grandma,abuela,0.5777777777777777
black,negro,0.8266666666666667
antagonism,antagonismo,0.013333333333333308
be,haber,0.16666666666666663
recognition,reconocimiento,0.2666666666666666
courteous,cortes,0.05555555555555558
austerity,austeridad,0.19999999999999996
however,sin embargo,0.6476190476190476
eminence,eminencia,0.125
no,no,0.0
after,despues,0.72
conviction,conviccion,0.09333333333333338
stability,estabilidad,0.21481481481481468
consent,consentir,0.028571428571428692
success,exito,0.7066666666666668
taciturn,taciturno,0.016666666666666607
imperceptible,imperceptible,0.0
merit,merito,0.026666666666666727
ordinary,comun,0.5733333333333334
parsimony,parsimonia,0.11111111111111116
consistency,consistencia,0.09090909090909083
promiscuous,promiscuo,0.022222222222222143
indelible,indeleble,0.10370370370370374
biodiversity,biodiversidad,0.1499999999999999
idiosyncrasy,idiosincrasia,0.16111111111111098
resounding,rotundo,0.2952380952380952
discretion,discrecion,0.09333333333333338
epistemology,epistemologia,0.08333333333333337
reject,rechazar,0.4555555555555556
instance,instancia,0.125
communion,comunion,0.016666666666666607
rise,elevar,0.6666666666666667
personality,personalidad,0.16363636363636347
inhospitable,inhospito,0.12592592592592589
democracy,democracia,0.11111111111111116
extraordinary,extraordinario,0.07692307692307687
notorious,notorio,0.028571428571428692
some,alguno,0.6833333333333333
stereotyped,esteriotipado,0.2787878787878789
notivago,notivago,0.0
