fr,it,Alignment Score
legal,legale,0.026666666666666727
incredulite,incredulita,0.08484848484848473
concomitant,concomitante,0.012121212121212088
restriction,restrizione,0.16363636363636358
anus,ano,0.33333333333333337
complexion,carnagione,0.5
doux,dolce,0.45000000000000007
arnaque,truffa,0.6000000000000001
interrogatoire,interrogatorio,0.12857142857142834
sens,senso,0.033333333333333326
transfiguration,trasfigurazione,0.12444444444444436
digne de confiance,affidabile,0.5666666666666667
representation,rappresentazione,0.14761904761904754
equitable,giusto,0.6222222222222222
voir,da vedere,0.55
tot,presto,0.37777777777777777
hmm,hmm,0.0
litige,contenzioso,0.6333333333333333
nostalgie,nostalgia,0.10370370370370374
habile,abile,0.026666666666666727
portee,scopo,0.52
determine,determinato,0.11851851851851847
sensibilite,sensibilita,0.08484848484848473
longueur,lunghezza,0.4583333333333335
susciter,suscitare,0.125
altruiste,altruistico,0.11851851851851847
resignifier,risignificare,0.18181818181818177
circonscription,circoscrizione,0.13809523809523805
transcendant,trascendente,0.15555555555555556
dire,dire,0.0
presomption,presunzione,0.3090909090909092
cuire,cottura al forno,0.52
famille,famiglia,0.2666666666666666
derriere,dietro,0.33333333333333337
improvise,estemporaneo,0.5037037037037038
promotion,promozione,0.11851851851851858
mediocrite,mediocrita,0.09333333333333327
competence,competenza,0.17333333333333334
depourvu,privo,0.42666666666666664
inhabituel,insolito,0.45000000000000007
implicitement,implicitamente,0.08205128205128209
infrastructure,infrastruttura,0.1333333333333332
fondation,fondazione,0.11851851851851858
resigne,rassegnato,0.4095238095238096
incroyable,incredibile,0.2666666666666667
systematiser,sistematizzare,0.23888888888888893
souffrir,soffrire,0.1166666666666667
transcender,trascendere,0.08484848484848473
reference,riferimento,0.31851851851851853
convalescent,convalescente,0.011111111111111072
phase,fase,0.25
ce sera,sara,0.29999999999999993
recensement,censimento,0.19333333333333336
partiellement,parzialmente,0.23888888888888893
seuil,soglia,0.5333333333333333
conjoint,sposa,0.7333333333333334
dispensable,superfluo,0.5037037037037038
coexistence,coesistenza,0.24242424242424243
entreprise,impresa,0.5238095238095238
dissension,dissenso,0.033333333333333326
designation,designazione,0.09696969696969693
gloire,gloria,0.30000000000000016
austere,austero,0.13333333333333341
doux,gentile,0.8833333333333334
haut,alto,0.4666666666666667
devise,motto,0.8400000000000001
essentiel,essenziale,0.2148148148148148
dichotomie,dicotomia,0.11851851851851858
pour,per,0.33333333333333337
contempler,contemplare,0.09999999999999998
abondamment,abbondantemente,0.12121212121212122
divergence,discrepanza,0.44666666666666677
circoncis,circonciso,0.014814814814814725
renflement,rigonfiamento,0.29333333333333333
intellectuel,intellettuale,0.16111111111111098
acclamation,allegria,0.55
atterrir,terra,0.2400000000000001
predisposition,predisposizione,0.07619047619047614
empathie,empatia,0.1523809523809525
grand-mere,nonna,0.7466666666666667
noir,nero,0.43333333333333335
antagonisme,antagonismo,0.08484848484848473
etre,essere,0.2666666666666666
reconnaissance,riconoscimento,0.43333333333333335
courtois,cortese,0.2761904761904763
austerite,austerita,0.10370370370370374
cependant,tuttavia,0.7250000000000001
eminence,eminenza,0.21666666666666667
non,no,0.06666666666666676
apres,dopo,0.6833333333333333
conviction,convinzione,0.18666666666666676
la stabilite,stabilita,0.13333333333333341
consentement,consenso,0.2499999999999999
succes,successo,0.03333333333333344
taciturne,taciturno,0.10370370370370374
imperceptible,impercettibile,0.08205128205128209
merite,merito,0.15555555555555556
ordinaire,ordinario,0.19999999999999996
parcimonie,parsimonia,0.18666666666666676
coherence,consistenza,0.48888888888888893
promiscuite,promiscuo,0.11851851851851847
indelebile,indelebile,0.0
biodiversite,biodiversita,0.07777777777777772
particularite,idiosincrasia,0.5846153846153846
retentissant,clamoroso,0.6814814814814816
discretion,riservatezza,0.5333333333333334
epistemologie,epistemologia,0.07179487179487176
rejeter,rifiutare,0.5142857142857143
exemple,esempio,0.38095238095238104
communion,comunione,0.10370370370370374
augmenter,salita,0.6222222222222222
personnalite,personalita,0.09696969696969682
inhospitalier,inospitale,0.039999999999999813
democratie,democrazia,0.18666666666666676
extraordinaire,straordinario,0.21538461538461529
celebre,famigerato,0.6476190476190476
quelques,alcuni,0.6222222222222222
stereotype,stereotipato,0.19999999999999996
notivago,notivago,0.0
