en,ro,Alignment Score
legal,legale,0.026666666666666727
unbelief,necredinta,0.5666666666666667
concomitant,concomitent,0.08484848484848484
restriction,restrictie,0.09999999999999987
anus,anus,0.0
complexion,complexitate,0.18666666666666665
sweet,dulce,0.6799999999999999
scam,inselatorie,0.6000000000000001
questioning,chestionare,0.3878787878787878
sense,sens,0.033333333333333326
transfiguration,transfigurare,0.1435897435897434
trustworthy,demn de incredere,0.7272727272727273
representation,reprezentare,0.23333333333333317
fair,corect,0.6833333333333333
to see,pentru a vedea,0.43333333333333335
early,din timp,0.8666666666666667
hmm,hmm,0.0
litigation,litigii,0.17142857142857149
nostalgia,nostalgie,0.10370370370370374
skillful,abil,0.5166666666666666
scope,domeniul de aplicare,0.5733333333333334
determined,determinat,0.17333333333333334
sensitivity,sensibilitate,0.2666666666666667
length,lungime,0.4555555555555556
arouse,trezi,0.5466666666666667
altruistic,altruist,0.025000000000000022
resignify,resemnifica,0.311111111111111
circumscription,circumscriptie,0.0714285714285714
transcendent,transcendent,0.0
to say,a zice,0.7
presumption,prezumtie,0.22962962962962974
bake,coace,0.4833333333333334
family,familie,0.16666666666666663
behind,in spate,0.5888888888888888
extemporaneous,extemporaneu,0.022222222222222143
promotion,promovare,0.37037037037037024
mediocrity,mediocritate,0.10666666666666658
proficiency,experienta,0.44000000000000006
devoid,lipsit,0.7111111111111111
unusual,neobisnuit,0.5428571428571429
implicitly,implicit,0.025000000000000022
infrastructure,infrastructura,0.06666666666666665
foundation,fundatie,0.1416666666666666
resigned,demisionat,0.4750000000000001
unbelievable,necrezut,0.575
systematize,sistematiza,0.16969696969696968
suffer,suferi,0.15555555555555556
transcend,transcende,0.014814814814814725
reference,referinta,0.2962962962962963
convalescent,convalescent,0.0
phase,faza,0.6666666666666667
it will be,va fi,0.6133333333333333
census,recensamant,0.3555555555555556
partially,partial,0.028571428571428692
threshold,prag,0.75
spouse,sotie,0.3733333333333334
dispensable,dispensabil,0.08484848484848473
coexistence,coexistenta,0.15757575757575748
enterprise,afacere,0.5142857142857143
dissension,disensiuni,0.18666666666666676
designation,desemnare,0.4
glory,glorie,0.19999999999999996
austere,auster,0.022222222222222143
gentle,bland,0.7066666666666668
high,inalt,0.6666666666666667
motto,motto,0.0
essential,esential,0.016666666666666607
dichotomy,dihotomie,0.19999999999999996
for,pentru,0.6666666666666667
contemplate,contempla,0.022222222222222143
abundantly,abundent,0.1416666666666666
discrepancy,discrepanta,0.15757575757575748
circumcised,circumcis,0.022222222222222143
bulge,umflatura,0.5866666666666667
intellectual,intelectual,0.012121212121212088
cheer,ridica moralul,0.6533333333333333
land,teren,0.6666666666666667
predisposition,predispozitie,0.14871794871794863
empathy,empatie,0.24761904761904763
grandma,bunica,0.5888888888888889
black,negru,0.8266666666666667
antagonism,antagonism,0.0
be,fi,0.8666666666666667
recognition,recunoastere,0.4727272727272728
courteous,politicos,0.49629629629629635
austerity,austeritate,0.11851851851851847
however,in orice caz,0.6571428571428571
eminence,eminenta,0.21666666666666667
no,nu,0.4666666666666667
after,dupa,0.6499999999999999
conviction,condamnare,0.5000000000000001
stability,stabilitate,0.11851851851851847
consent,consimtamant,0.18095238095238098
success,succes,0.022222222222222143
taciturn,taciturn,0.0
imperceptible,imperceptibil,0.07179487179487176
merit,merit,0.0
ordinary,comun,0.5733333333333334
parsimony,parcimonie,0.2148148148148148
consistency,consistenta,0.15757575757575748
promiscuous,promiscuu,0.02962962962962956
indelible,de nesters,0.5703703703703704
biodiversity,biodiversitate,0.0888888888888888
idiosyncrasy,idiosincrasie,0.16111111111111098
resounding,rasunator,0.48888888888888904
discretion,discretie,0.11111111111111116
epistemology,epistemologie,0.08333333333333337
reject,respinge,0.4555555555555556
instance,instanta,0.21666666666666667
communion,comuniune,0.20740740740740748
rise,crestere,0.33333333333333337
personality,personalitate,0.09696969696969682
inhospitable,neospitalier,0.23333333333333328
democracy,democratie,0.19999999999999996
extraordinary,extraordinar,0.011111111111111072
notorious,notoriu,0.03809523809523818
some,niste,0.4666666666666667
stereotyped,stereotipat,0.24242424242424243
notivago,nuivago,0.1428571428571429
