pt,ro,Alignment Score
integralmente,complet,0.5619047619047619
faccao,factiune,0.44444444444444453
aplicabilidade,aplicabilitate,0.1333333333333332
lar,acasa,0.6444444444444445
sim,da,0.9
historia,istorie,0.1523809523809525
som,sunet,0.6222222222222222
coragem,curaj,0.40000000000000013
diligentemente,cu sarguinta,0.6388888888888888
ludibriar,insela,0.6000000000000001
prognostico,prognoza,0.24166666666666659
precipuamente,precipitat,0.20666666666666667
pressuposto,presupunere,0.3818181818181816
mitigar,atenua,0.6000000000000001
generalizar,generaliza,0.013333333333333308
mediocre,mediocru,0.1166666666666667
elegibilidade,eligibilitate,0.2153846153846154
formal,formal,0.0
alta,inalt,0.25
escroto,scrot,0.053333333333333344
intrinseca,intrinsec,0.014814814814814725
vil,ticalos,0.4444444444444444
convem,costume,0.4444444444444444
sarcastico,sarcastic,0.014814814814814725
excecao,exceptie,0.37142857142857144
independencia,independenta,0.08333333333333337
transgressao,transgresiune,0.21666666666666645
voce,tu,0.9333333333333333
eco,ecou,0.04444444444444451
dicionario,dictionar,0.11111111111111116
relativo,relativ,0.01904761904761898
invasivo,invaziv,0.1523809523809525
condolencias,condoleante,0.24242424242424243
enfase,accent,0.5666666666666667
insubstituivel,de neinlocuit,0.5230769230769231
imanente,imanent,0.01904761904761898
meu,ale mele,0.4444444444444444
ansia,nerabdare,0.5866666666666667
inenarravel,de nespus,0.5925925925925926
futil,zadarnic,0.7333333333333334
poder,putere,0.3733333333333334
ater,teren,0.25
arbitrariedade,arbitrariul,0.17575757575757556
objeto,obiect,0.3111111111111112
medo,frica,0.85
satisfacao,satisfactie,0.17999999999999994
tempo,timp,0.2666666666666667
procrastinador,procrastinator,0.06666666666666665
mae,mama,0.33333333333333337
deboche,depravare,0.49523809523809526
benevolente,binevoitor,0.3666666666666667
eximir,scuti,0.6933333333333334
latifundiario,proprietar de teren,0.6717948717948719
alcunha,porecla,0.6
reminiscencia,reminiscenta,0.08333333333333337
soar,sunet,0.6499999999999999
respeito,respect,0.1523809523809525
caracteristica,caracteristica,0.0
foco,se concentreze,0.6166666666666667
estratificacao,stratificare,0.16111111111111098
relevante,relevante,0.0
processo,proces,0.03333333333333344
frequentemente,de multe ori,0.5777777777777777
mal,rau,0.6222222222222222
legitimidade,legitimitate,0.15555555555555545
contencioso,litigii,0.6571428571428573
eficaz,efectiv,0.44444444444444453
cliche,cliseu,0.30000000000000016
aquisicao,achizitie,0.5777777777777778
indiferente,indiferent,0.013333333333333308
pesar,a cantari,0.5733333333333334
facultativo,optional,0.5583333333333333
condicionado,conditionare,0.2222222222222221
pronta-entrega,gata de livrare,0.5523809523809524
substancial,substantiala,0.09696969696969693
rapariga,fata,0.5333333333333334
proselitismo,prozelitism,0.09696969696969693
percepcao,perceptie,0.28148148148148144
depreender,deduce,0.34444444444444455
democratizacao,democratizare,0.1384615384615382
cordial,prietenos,0.638095238095238
passivel,acceptabil,0.45833333333333337
desenvoltura,inventivitate,0.5111111111111112
moral,morala,0.026666666666666727
convalescenca,convalescenta,0.07179487179487176
mutua,reciproc,0.8666666666666667
fez,el a facut,0.7555555555555555
ente,fiind,0.6833333333333333
obstante,cu toate acestea,0.42500000000000004
compreensao,intelegere,0.6666666666666667
impavido,neinfricat,0.6583333333333334
veio,el a venit,0.3666666666666667
impressionante,impresionant,0.022222222222222143
verbete,intrare,0.6
ignorante,ignorant,0.016666666666666607
equidade,capitaluri proprii,0.7166666666666667
oportunista,oportunist,0.013333333333333308
genocida,genocid,0.01904761904761898
autentico,autentic,0.016666666666666607
julgar,a judeca,0.4666666666666667
mazela,boala,0.3733333333333334
paz,pace,0.33333333333333337
dispor,dispune,0.30000000000000016
imparcialidade,impartialitate,0.19999999999999984
modesto,modest,0.022222222222222143
itinerario,itinerar,0.025000000000000022
anacronico,anacronic,0.014814814814814725
noia,noia,0.0
orgulho,mandrie,0.7238095238095238
tolo,prost,0.6500000000000001
deliberar,delibera,0.016666666666666607
prodigio,minune,0.7333333333333334
uso,utilizare,0.711111111111111
extraordinaria,extraordinar,0.016666666666666496
base,baza,0.43333333333333335
exequivel,fezabil,0.5142857142857143
fragmentacao,fragmentare,0.16363636363636347
casal,cuplu,0.52
afa,agitatie,0.4444444444444444
