pt,it,Alignment Score
integralmente,completamente,0.3897435897435897
faccao,fazione,0.4444444444444444
aplicabilidade,applicabilita,0.14871794871794863
lar,casa,0.6222222222222222
sim,si,0.06666666666666676
historia,storia,0.03333333333333344
som,suono,0.3555555555555555
coragem,coraggio,0.2571428571428571
diligentemente,diligentemente,0.0
ludibriar,ingannare,0.5555555555555556
prognostico,prognosi,0.04166666666666663
precipuamente,precipitosamente,0.08717948717948709
pressuposto,assunzione,0.52
mitigar,mitigare,0.01904761904761898
generalizar,generalizzare,0.024242424242424176
mediocre,mediocre,0.0
elegibilidade,eleggibilita,0.16111111111111098
formal,formale,0.022222222222222143
alta,alto,0.2333333333333334
escroto,scroto,0.022222222222222143
intrinseca,intrinseco,0.09333333333333327
vil,vile,0.04444444444444451
convem,abiti,0.8400000000000001
sarcastico,sarcastico,0.0
excecao,eccezione,0.4095238095238096
independencia,indipendenza,0.16111111111111098
transgressao,trasgressione,0.16111111111111098
voce,voi,0.33333333333333337
eco,eco,0.0
dicionario,dizionario,0.09333333333333338
relativo,parente,0.5142857142857143
invasivo,invasivo,0.0
condolencias,condoglianze,0.28888888888888886
enfase,enfasi,0.15555555555555556
insubstituivel,insostituibile,0.25238095238095226
imanente,immanente,0.016666666666666607
meu,mio,0.5777777777777777
ansia,entusiasmo,0.28
inenarravel,indicibile,0.5800000000000001
futil,inutile,0.22666666666666668
poder,energia,0.5466666666666666
ater,terra,0.25
arbitrariedade,arbitrarieta,0.09444444444444422
objeto,oggetto,0.3111111111111111
medo,paura,0.85
satisfacao,soddisfazione,0.3733333333333334
tempo,tempo,0.0
procrastinador,procrastinatore,0.07619047619047614
mae,madre,0.06666666666666665
deboche,dissolutezza,0.5523809523809524
benevolente,benevolo,0.1416666666666666
eximir,esonerare,0.6
latifundiario,proprietario terriero,0.5538461538461539
alcunha,soprannome,0.638095238095238
reminiscencia,reminiscenza,0.08333333333333337
soar,suono,0.45000000000000007
respeito,rispetto,0.2333333333333334
caracteristica,caratteristica,0.06666666666666665
foco,messa a fuoco,0.18333333333333324
estratificacao,stratificazione,0.195238095238095
relevante,pertinente,0.3851851851851852
processo,processi,0.1166666666666667
frequentemente,spesso,0.7888888888888889
mal,cattivo,0.7111111111111111
legitimidade,legittimita,0.17575757575757578
contencioso,contenzioso,0.08484848484848484
eficaz,efficace,0.18888888888888888
cliche,cliche,0.0
aquisicao,acquisizione,0.22962962962962963
indiferente,indifferente,0.012121212121212088
pesar,pesare,0.026666666666666727
facultativo,opzionale,0.6666666666666667
condicionado,condizionata,0.2222222222222221
pronta-entrega,pronta consegna,0.2571428571428571
substancial,sostanziale,0.24848484848484853
rapariga,ragazza,0.37142857142857144
proselitismo,proselitismo,0.0
percepcao,percezione,0.2962962962962963
depreender,dedurre,0.40000000000000013
democratizacao,democratizzazione,0.14761904761904732
cordial,amichevole,0.5238095238095238
passivel,accettabile,0.5666666666666667
desenvoltura,intraprendenza,0.5666666666666667
moral,morale,0.026666666666666727
convalescenca,convalescenza,0.07179487179487176
mutua,reciproco,0.88
fez,egli fece,0.4666666666666667
ente,essendo,0.5
obstante,tuttavia,0.625
compreensao,comprensione,0.17575757575757578
impavido,impavido,0.0
veio,lui venne,0.5333333333333334
impressionante,degno di nota,0.594871794871795
verbete,iscrizione,0.638095238095238
ignorante,ignorante,0.0
equidade,equita,0.18888888888888888
oportunista,opportunista,0.012121212121212088
genocida,genocida,0.0
autentico,autentico,0.0
julgar,giudicare,0.4666666666666667
mazela,malattia,0.3111111111111112
paz,pace,0.33333333333333337
dispor,smaltire,0.6000000000000001
imparcialidade,imparzialita,0.17222222222222205
modesto,modesto,0.0
itinerario,itinerario,0.0
anacronico,anacronistico,0.026666666666666616
noia,noia,0.0
orgulho,orgoglio,0.2761904761904762
tolo,scemo,0.6499999999999999
deliberar,deliberato,0.11111111111111116
prodigio,prodigio,0.0
uso,utilizzo,0.42222222222222217
extraordinaria,straordinario,0.14871794871794863
base,base,0.0
exequivel,fattibile,0.6518518518518519
fragmentacao,frammentazione,0.23888888888888893
casal,coppia,0.52
afa,attivita febbrile,0.6444444444444444
