es,it,Alignment Score
completamente,completamente,0.0
faccion,fazione,0.2571428571428571
aplicabilidad,applicabilita,0.1435897435897434
hogar,casa,0.6666666666666667
si,si,0.0
historia,storia,0.03333333333333344
sonido,suono,0.19999999999999996
coraje,coraggio,0.3111111111111112
diligentemente,diligentemente,0.0
enganar,ingannare,0.17142857142857149
pronostico,prognosi,0.1416666666666666
precipitadamente,precipitosamente,0.10833333333333339
suposicion,assunzione,0.42666666666666664
mitigar,mitigare,0.01904761904761898
generalizar,generalizzare,0.024242424242424176
mediocre,mediocre,0.0
elegibilidad,eleggibilita,0.15555555555555545
formal,formale,0.022222222222222143
alto,alto,0.0
escroto,scroto,0.022222222222222143
intrinseco,intrinseco,0.0
vil,vile,0.04444444444444451
trajes,abiti,0.6933333333333334
sarcastico,sarcastico,0.0
excepcion,eccezione,0.2962962962962963
independencia,indipendenza,0.16111111111111098
transgresion,trasgressione,0.08888888888888902
tu,voi,0.9
eco,eco,0.0
diccionario,dizionario,0.09999999999999998
relativo,parente,0.5142857142857143
invasor,invasivo,0.1428571428571429
condolencias,condoglianze,0.28888888888888886
enfasis,enfasi,0.022222222222222143
insustituible,insostituibile,0.08205128205128209
inmanente,immanente,0.10370370370370374
mi,mio,0.06666666666666676
afan,entusiasmo,0.75
indecible,indicibile,0.11851851851851858
futil,inutile,0.22666666666666668
fuerza,energia,0.4555555555555555
tierra,terra,0.026666666666666727
arbitrariedad,arbitrarieta,0.0888888888888888
objeto,oggetto,0.3111111111111111
miedo,paura,0.8266666666666667
satisfaccion,soddisfazione,0.30000000000000016
tiempo,tempo,0.026666666666666727
indeciso,procrastinatore,0.5916666666666666
madre,madre,0.0
libertinaje,dissolutezza,0.6181818181818182
benevolente,benevolo,0.1416666666666666
eximir,esonerare,0.6
terrateniente,proprietario terriero,0.45641025641025645
apodo,soprannome,0.6
reminiscencia,reminiscenza,0.08333333333333337
sonido,suono,0.19999999999999996
respeto,rispetto,0.1523809523809525
caracteristica,caratteristica,0.06666666666666665
enfocar,messa a fuoco,0.4571428571428572
estratificacion,stratificazione,0.12444444444444436
importante,pertinente,0.3533333333333334
proceso,processi,0.1428571428571429
a menudo,spesso,0.6000000000000001
malo,cattivo,0.5166666666666666
legitimidad,legittimita,0.1696969696969698
litigio,contenzioso,0.5428571428571429
eficaz,efficace,0.18888888888888888
cliche,cliche,0.0
adquisicion,acquisizione,0.18181818181818177
indiferente,indifferente,0.012121212121212088
pesar,pesare,0.026666666666666727
opcional,opzionale,0.13333333333333341
acondicionamiento,condizionata,0.1944444444444443
entrega rapida,pronta consegna,0.5428571428571429
sustancial,sostanziale,0.19999999999999996
chica,ragazza,0.6933333333333334
proselitismo,proselitismo,0.0
percepcion,percezione,0.17999999999999994
deducir,dedurre,0.24761904761904763
democratizacion,democratizzazione,0.07999999999999985
amigable,amichevole,0.33333333333333337
pasable,accettabile,0.3047619047619048
inventiva,intraprendenza,0.4222222222222223
moral,morale,0.026666666666666727
convalecencia,convalescenza,0.1384615384615382
mutual,reciproco,0.8555555555555556
el hizo,egli fece,0.5142857142857143
ser,essendo,0.4222222222222223
sin embargo,tuttavia,0.6583333333333334
comprension,comprensione,0.012121212121212088
valiente,impavido,0.6333333333333333
el vino,lui venne,0.4190476190476191
impresionante,degno di nota,0.5897435897435898
entrada,iscrizione,0.7333333333333334
ignorante,ignorante,0.0
equidad,equita,0.1777777777777778
oportunista,opportunista,0.012121212121212088
genocida,genocida,0.0
autentico,autentico,0.0
juzgar,giudicare,0.4666666666666667
enfermedad,malattia,0.6499999999999999
paz,pace,0.33333333333333337
disponer,smaltire,0.6333333333333333
imparcialidad,imparzialita,0.16666666666666652
modesto,modesto,0.0
itinerario,itinerario,0.0
anacronico,anacronistico,0.026666666666666616
noya,noia,0.2333333333333334
orgullo,orgoglio,0.2666666666666667
tonto,scemo,0.6666666666666667
adrede,deliberato,0.5
prodigio,prodigio,0.0
usar,utilizzo,0.7
extraordinario,straordinario,0.07692307692307687
base,base,0.0
factible,fattibile,0.13333333333333341
fragmentacion,frammentazione,0.15384615384615385
pareja,coppia,0.5666666666666667
ajetreo,attivita febbrile,0.47619047619047616
