fr,ro,Alignment Score
pleinement,complet,0.39047619047619053
faction,factiune,0.1523809523809525
applicabilite,aplicabilitate,0.07692307692307687
maison,acasa,0.56
oui,da,0.9
histoire,istorie,0.1523809523809525
son,sunet,0.37777777777777777
courage,curaj,0.2266666666666668
avec diligence,cu sarguinta,0.5833333333333333
tromper,insela,0.7222222222222222
pronostic,prognoza,0.33333333333333337
precipitamment,precipitat,0.033333333333333215
hypothese,presupunere,0.48888888888888893
attenuer,atenua,0.18888888888888888
generaliser,generaliza,0.17999999999999994
mediocre,mediocru,0.1166666666666667
admissibilite,eligibilitate,0.33333333333333337
officiel,formal,0.5888888888888889
haut,inalt,0.4833333333333334
scrotum,scrot,0.039999999999999925
intrinseque,intrinsec,0.11851851851851847
vil,ticalos,0.4444444444444444
costumes,costume,0.01904761904761898
sarcastique,sarcastic,0.11851851851851847
exception,exceptie,0.125
independance,independenta,0.21111111111111092
transgression,transgresiune,0.1435897435897434
toi,tu,0.5
echo,ecou,0.2333333333333334
dictionnaire,dictionar,0.0444444444444444
relatif,relativ,0.13333333333333341
envahissant,invaziv,0.4380952380952382
condoleances,condoleante,0.09696969696969682
accent,accent,0.0
irremplacable,de neinlocuit,0.6512820512820513
immanent,imanent,0.01904761904761898
mon,ale mele,0.7111111111111111
ardeur,nerabdare,0.4666666666666667
indicible,de nespus,0.6444444444444444
futile,zadarnic,0.7333333333333334
pouvoir,putere,0.4555555555555556
atterrir,teren,0.4
arbitraire,arbitrariul,0.18666666666666676
objet,obiect,0.21333333333333326
peur,frica,0.6666666666666667
satisfaction,satisfactie,0.09090909090909083
temps,timp,0.2666666666666667
procrastinateur,procrastinator,0.0714285714285714
mere,mama,0.6333333333333333
debauche,depravare,0.44166666666666676
bienveillant,binevoitor,0.3666666666666667
exempter,scuti,0.7333333333333334
proprietaires,proprietar de teren,0.17435897435897407
surnom,porecla,0.7222222222222222
reminiscence,reminiscenta,0.14444444444444438
son,sunet,0.37777777777777777
respect,respect,0.0
fonctionnalite,caracteristica,0.5952380952380952
se concentrer,se concentreze,0.07692307692307687
stratification,stratificare,0.15555555555555545
pertinent,relevante,0.4740740740740741
processus,proces,0.04444444444444429
souvent,de multe ori,0.6666666666666667
mauvais,rau,0.4222222222222223
legitimite,legitimitate,0.019999999999999907
litige,litigii,0.16666666666666663
efficace,efectiv,0.4857142857142859
cliche,cliseu,0.30000000000000016
acquisition,achizitie,0.32592592592592595
indifferent,indiferent,0.013333333333333308
peser,a cantari,0.7333333333333334
facultatif,optional,0.6499999999999999
conditionnement,conditionare,0.16666666666666652
pret a etre livre,gata de livrare,0.3022222222222223
substantiel,substantiala,0.09696969696969682
fille,fata,0.6499999999999999
proselytisme,prozelitism,0.18181818181818177
perception,perceptie,0.11111111111111116
deduire,deduce,0.16666666666666663
democratisation,democratizare,0.21538461538461517
amical,prietenos,0.7444444444444445
passable,acceptabil,0.45833333333333337
ingeniosite,inventivitate,0.2666666666666666
morale,morala,0.15555555555555556
convalescence,convalescenta,0.1333333333333332
mutuel,reciproc,0.7333333333333334
il a fait,el a facut,0.2148148148148148
etre,fiind,0.85
neanmoins,cu toate acestea,0.6296296296296297
comprehension,intelegere,0.6799999999999999
intrepide,neinfricat,0.49629629629629635
il est venu,el a venit,0.3666666666666667
impressionnant,impresionant,0.022222222222222143
entree,intrare,0.3222222222222223
ignorant,ignorant,0.0
equite,capitaluri proprii,0.711111111111111
opportuniste,oportunist,0.026666666666666616
genocidaire,genocid,0.04761904761904767
authentique,autentic,0.15000000000000002
juger,a judeca,0.42666666666666664
maladie,boala,0.3866666666666667
paix,pace,0.43333333333333335
disposer,dispune,0.2666666666666667
impartialite,impartialitate,0.016666666666666496
modeste,modest,0.022222222222222143
itineraire,itinerar,0.033333333333333326
anachronique,anacronic,0.13333333333333341
noia,noia,0.0
fierte,mandrie,0.5777777777777777
idiot,prost,0.52
volontaire,delibera,0.5666666666666667
prodige,minune,0.5888888888888889
utiliser,utilizare,0.2333333333333334
extraordinaire,extraordinar,0.022222222222222143
base,baza,0.43333333333333335
realisable,fezabil,0.4285714285714286
fragmentation,fragmentare,0.16969696969696957
couple,cuplu,0.21333333333333337
agitation,agitatie,0.125
