pt,fr,Alignment Score
grandiloquente,grandiloquent,0.01025641025641022
vulgo,alias,0.6933333333333334
diversidade,diversite,0.11851851851851847
transformacao,transformation,0.1435897435897434
parcialidade,partialite,0.19999999999999996
vagabundo,clochard,0.6499999999999999
comorbidade,comorbidite,0.1575757575757576
egide,egide,0.0
entretanto,neanmoins,0.40740740740740744
corolario,corollaire,0.2148148148148148
numa,dans,0.6499999999999999
teor,contenu,0.5
secao,section,0.2266666666666668
interlocutor,interlocuteur,0.08333333333333337
prodigo,prodigue,0.1428571428571429
intrinseco,intrinseque,0.17999999999999994
ninfomaniaco,nymphomane,0.44000000000000006
serenidade,serenite,0.1333333333333333
cumplicidade,complicite,0.19999999999999996
atroz,atroce,0.19999999999999996
insercao,insertion,0.2333333333333334
esdruxulo,etrange,0.6285714285714286
discriminacao,discrimination,0.1435897435897434
valha,valeur,0.3600000000000001
discricionario,discretionnaire,0.26190476190476186
verborragia,verbiage,0.2416666666666667
discernimento,discernement,0.08888888888888902
deus,dieu,0.2333333333333334
indubitavel,indubitable,0.16363636363636358
sobressalente,de rechange,0.49090909090909096
subestimar,sous-estimer,0.20666666666666678
algoz,bourreau,0.72
reciprocidade,la reciprocite,0.20512820512820507
lhe,lui,0.5777777777777777
perfeccionista,perfectionniste,0.1428571428571429
rol,role,0.04444444444444451
cumprimento,salutation,0.6
congratulacoes,toutes nos felicitations,0.5428571428571429
impertinente,vilain,0.5111111111111112
ambiguo,ambigue,0.13333333333333341
reiterar,reiterer,0.1166666666666667
esclarecimento,clarification,0.40512820512820513
alma,ame,0.3555555555555556
assaz,joli,0.85
boa,bien,0.6000000000000001
desdenhar,mepris,0.6111111111111112
interesse,interet,0.1523809523809524
tange,tanger,0.026666666666666727
novo,nouveau,0.30000000000000016
longanimidade,longue souffrance,0.405128205128205
impetuoso,impetueux,0.28148148148148144
veementemente,fortement,0.31851851851851853
bizarro,bizarre,0.13333333333333341
conveniencia,commodite,0.49629629629629635
impessoalidade,impersonnalite,0.25238095238095226
incrivel,incroyable,0.3416666666666667
generico,generique,0.22499999999999998
conhecimento,connaissance,0.48888888888888893
ter,avoir,0.6222222222222222
signatario,signataire,0.17999999999999994
detrimento,detriment,0.014814814814814725
subsequente,subsequent,0.013333333333333308
ajo,acte,0.6000000000000001
profissional,professionnel,0.16111111111111098
muito,tres,0.6666666666666667
dissolutamente,dissoluement,0.09444444444444444
nomade,ne me donne pas,0.43333333333333335
recalcitrante,recalcitrant,0.011111111111111072
eventualmente,peut-etre,0.4296296296296297
deferido,differe,0.39047619047619053
restringir,limiter,0.5333333333333333
imensuravel,incommensurable,0.19393939393939386
sapiencia,sapience,0.125
destarte,donc,0.7
sinonimo,synonyme,0.3500000000000001
contextualizar,contextualiser,0.1238095238095237
sanidade,sante mentale,0.3750000000000001
subversivo,subversif,0.11111111111111116
melancolico,melancolique,0.16363636363636347
permissividade,permissivite,0.0888888888888888
prepotente,arrogant,0.4666666666666667
incircunciso,incirconcis,0.09696969696969693
apogeu,apogee,0.15555555555555556
inocuo,inoffensif,0.4666666666666668
lisonjeado,flatte,0.6222222222222222
eclesiastico,style ecclesiastique,0.19999999999999984
meticuloso,meticuleux,0.2533333333333333
benevolencia,bienveillance,0.37222222222222223
hegemonia,hegemonie,0.10370370370370374
estigma,stigmate,0.1428571428571429
retorica,rhetorique,0.24166666666666659
implicito,implicite,0.10370370370370374
nau,bateau,0.37777777777777777
infame,infame,0.0
importante,important,0.014814814814814725
avidez,avidite,0.16666666666666674
crer,croire,0.2666666666666666
interseccao,intersection,0.16969696969696968
analogo,analogue,0.1428571428571429
enclausurado,cloitre,0.5333333333333334
endemico,endemique,0.22499999999999998
paciencia,patience,0.2416666666666667
analogia,analogie,0.1166666666666667
proporcionar,fournir,0.4476190476190476
libertinagem,debauche,0.5833333333333333
intolerancia,intolerance,0.09090909090909083
jus,jus,0.0
sagacidade,esprit,0.6333333333333333
area,zone,0.6499999999999999
mister,monsieur,0.3222222222222223
perspicacia,apercu,0.3666666666666667
intermediario,intermediaire,0.1384615384615382
lei,loi,0.3111111111111112
coxo,boiteux,0.5166666666666666
modestia,modestie,0.1166666666666667
exilio,exile,0.19999999999999996
ensejo,opportunite,0.6444444444444445
amar,amour,0.25
carater,personnage,0.5428571428571429
