pt,en,Alignment Score
grandiloquente,grandiloquent,0.01025641025641022
vulgo,aka,0.8888888888888888
diversidade,diversity,0.20740740740740737
transformacao,transformation,0.1435897435897434
parcialidade,partiality,0.2799999999999999
vagabundo,tramp,0.7466666666666667
comorbidade,comorbidity,0.23030303030303023
egide,aegis,0.3600000000000001
entretanto,nonetheless,0.6000000000000001
corolario,corollary,0.19999999999999996
numa,in,0.5333333333333334
teor,content,0.5
secao,section,0.2266666666666668
interlocutor,interlocutor,0.0
prodigo,prodigal,0.1428571428571429
intrinseco,intrinsic,0.11851851851851858
ninfomaniaco,nymphomaniac,0.28333333333333344
serenidade,serenity,0.23333333333333328
cumplicidade,complicity,0.2799999999999999
atroz,atrocious,0.2400000000000001
insercao,insertion,0.2333333333333334
esdruxulo,strange,0.638095238095238
discriminacao,discrimination,0.1435897435897434
valha,worth,0.6799999999999999
discricionario,discretionary,0.21025641025641018
verborragia,verbiage,0.2416666666666667
discernimento,discernment,0.024242424242424176
deus,god,0.6000000000000001
indubitavel,indubitable,0.16363636363636358
sobressalente,spare,0.4666666666666667
subestimar,underestimate,0.29333333333333333
algoz,executioner,0.7733333333333334
reciprocidade,reciprocity,0.16969696969696957
lhe,him,0.6000000000000001
perfeccionista,perfectionist,0.08205128205128209
rol,role,0.04444444444444451
cumprimento,greeting,0.575
congratulacoes,congratulations,0.13809523809523805
impertinente,naughty,0.6571428571428571
ambiguo,ambiguous,0.028571428571428692
reiterar,reiterate,0.125
esclarecimento,clarification,0.40512820512820513
alma,soul,0.6500000000000001
assaz,pretty,0.8400000000000001
boa,good,0.6444444444444445
desdenhar,disdain,0.4095238095238096
interesse,interest,0.125
tange,tange,0.0
novo,new,0.6000000000000001
longanimidade,longsuffering,0.5076923076923078
impetuoso,impetuous,0.10370370370370374
veementemente,strongly,0.6916666666666667
bizarro,bizarre,0.13333333333333341
conveniencia,convenience,0.09090909090909083
impessoalidade,impersonality,0.2769230769230768
incrivel,incredible,0.2416666666666667
generico,generic,0.01904761904761898
conhecimento,knowledge,0.6074074074074074
ter,to have,0.3999999999999999
signatario,signatory,0.19999999999999996
detrimento,detriment,0.014814814814814725
subsequente,subsequent,0.013333333333333308
ajo,act,0.5777777777777777
profissional,professional,0.07777777777777772
muito,very,0.85
dissolutamente,dissolutely,0.17575757575757556
nomade,do not give me,0.38888888888888884
recalcitrante,recalcitrant,0.011111111111111072
eventualmente,possibly,0.775
deferido,deferred,0.22499999999999998
restringir,restrict,0.23333333333333328
imensuravel,immeasurable,0.2606060606060606
sapiencia,sapience,0.125
destarte,therefore,0.5416666666666667
sinonimo,synonym,0.2857142857142858
contextualizar,contextualize,0.07692307692307687
sanidade,sanity,0.3111111111111112
subversivo,subversive,0.09333333333333327
melancolico,melancholic,0.08484848484848473
permissividade,permissiveness,0.23809523809523792
prepotente,arrogant,0.4666666666666667
incircunciso,uncircumcised,0.23888888888888893
apogeu,heyday,0.7
inocuo,harmless,0.8444444444444446
lisonjeado,flattered,0.5703703703703704
eclesiastico,ecclesial!style,0.2388888888888887
meticuloso,meticulous,0.09333333333333327
benevolencia,benevolence,0.09090909090909083
hegemonia,hegemony,0.125
estigma,stigma,0.022222222222222143
retorica,rhetoric,0.1166666666666667
implicito,implicit,0.016666666666666607
nau,ship,0.8666666666666667
infame,infamous,0.1777777777777777
importante,important,0.014814814814814725
avidez,greed,0.6933333333333334
crer,believe,0.7
interseccao,intersection,0.16969696969696968
analogo,analogue,0.1428571428571429
enclausurado,cloistered,0.4666666666666667
endemico,endemic,0.01904761904761898
paciencia,patience,0.2416666666666667
analogia,analogy,0.1428571428571429
proporcionar,provide,0.4285714285714287
libertinagem,debauchery,0.6066666666666667
intolerancia,intolerance,0.09090909090909083
jus,jus,0.0
sagacidade,wit,0.7777777777777778
area,area,0.0
mister,mister,0.0
perspicacia,insight,0.6571428571428571
intermediario,intermediary,0.08333333333333337
lei,law,0.5777777777777777
coxo,lame,0.8333333333333334
modestia,modesty,0.1428571428571429
exilio,exile,0.19999999999999996
ensejo,opportunity,0.7444444444444445
amar,love,0.8333333333333334
carater,character,0.03809523809523818
