pt,ro,Alignment Score
avido,trai,0.4666666666666667
dadiva,cadou,0.5466666666666666
bom,bun,0.5777777777777777
relativizar,relativiza,0.013333333333333308
pressa,graba,0.5466666666666666
paradigma,paradigma,0.0
contraditorio,contradictoriu,0.08205128205128198
privilegio,privilegiu,0.09333333333333327
sanar,vindeca,0.56
pose,poza,0.43333333333333335
cla,clan,0.04444444444444451
conceito,concept,0.1523809523809525
era,era,0.0
outrem,altcineva,0.6333333333333333
fraternidade,fraternitate,0.15555555555555545
intercorrencia,intercurente,0.23333333333333317
concepcao,proiecta,0.4666666666666667
ininterrupto,neintrerupta,0.2333333333333334
aferir,evalua,0.6888888888888889
cinismo,cinism,0.022222222222222143
comportamento,comportament,0.011111111111111072
vigor,forta,0.52
termo,termen,0.19999999999999996
remanejamento,relocare,0.4833333333333334
jaz,minciuni,0.9555555555555556
supracitado,mentionate mai sus,0.6606060606060606
des,da,0.5
resplandecente,splendid,0.3833333333333334
digno,vrednic,0.56
plausivel,plauzibil,0.28888888888888886
amo,iubesc,0.9111111111111111
morbido,morbid,0.022222222222222143
relevancia,relevanta,0.11111111111111116
logo,curand,0.8666666666666667
cia,cia,0.0
autenticidade,autenticitate,0.1435897435897434
refletir,reflectati,0.1333333333333333
anatema,anatema,0.0
presuncoso,prezumtios,0.3533333333333334
ocio,agrement,0.9
prole,descendenti,0.76
sonho,vis,0.6222222222222222
vigente,actual,0.7222222222222222
licenciosidade,imoralitate,0.503030303030303
demagogo,demagog,0.01904761904761898
saga,saga,0.0
descricao,descriere,0.28148148148148144
peculiaridade,particularitate,0.2923076923076924
compassivo,milos,0.45333333333333337
misogino,misogin,0.01904761904761898
demasiado,de asemenea,0.40740740740740744
inferencia,deducere,0.5416666666666667
simplicidade,simplitate,0.19999999999999996
reivindicar,revendicare,0.1696969696969698
sina,soarta,0.4666666666666667
auge,varf,0.6500000000000001
erudito,erudit,0.022222222222222143
fleumatico,flegmatic,0.11851851851851858
procedimento,procedura,0.3037037037037036
nem,nici,0.6000000000000001
impressao,imprimare,0.37037037037037035
circunspecto,circumspect,0.09696969696969693
companhia,companie,0.13333333333333341
desenvolver,a dezvolta,0.44000000000000006
determinacao,determinare,0.16363636363636347
como,la fel de,0.9166666666666667
diligente,harnic,0.7444444444444445
ludico,jucaus,0.5888888888888889
dever,datorie,0.5333333333333333
resolucao,rezolutie,0.3851851851851852
vez,intoarce,0.711111111111111
labaro,labaro,0.0
constancia,constanta,0.11111111111111116
tese,teza,0.43333333333333335
mito,mit,0.04444444444444451
ser,a fi,0.8666666666666667
incidente,incident,0.016666666666666607
caracterizar,caracteriza,0.012121212121212088
rua,drum,0.3555555555555556
genro,gen,0.06666666666666687
irresponsavel,responsabil,0.17575757575757567
imputar,imputa,0.022222222222222143
epistemologico,epistemologica,0.06666666666666665
felicidade,fericire,0.25
incumbencia,sarcina,0.5142857142857143
excelente,grozav,0.8555555555555556
nescio,nu(c)membre,0.6111111111111112
astuto,viclean,0.711111111111111
elucubracao,elucubratia,0.16363636363636358
escopo,domeniul de aplicare,0.7444444444444445
auto,de sine,0.8833333333333334
alem,dincolo,0.7166666666666668
inconsequente,neinsemnata,0.4181818181818183
contexto,context,0.01904761904761898
humildade,umilinta,0.3416666666666668
imparcial,impartial,0.10370370370370374
pro,pro,0.0
hipocrisia,ipocrizie,0.2222222222222222
significado,sens,0.5833333333333333
embora,cu toate ca,0.6222222222222222
desprendimento,detasare,0.3833333333333334
cota,cota,0.0
racismo,rasism,0.1777777777777778
autonomia,autonomie,0.10370370370370374
asseio,curatenie,0.5
indispensavel,indispensabil,0.1333333333333332
remanescente,ramas,0.30666666666666675
anseio,dori,0.6833333333333333
dar,a da,0.33333333333333337
sintetico,sintetic,0.016666666666666607
ate,pana cand,0.7333333333333334
proeminente,proeminent,0.013333333333333308
anuencia,consimtamant,0.5666666666666667
concernente,cu privire la,0.6181818181818182
implementacao,implementare,0.1499999999999999
prolixo,prelungit,0.4095238095238096
consonancia,consonanta,0.09999999999999998
apologia,scuze,0.8666666666666667
primordial,primordial,0.0
