fr,it,Alignment Score
en direct,vivere,0.4666666666666667
cadeau,regalo,0.5888888888888889
bien,bene,0.2333333333333334
relativiser,relativizzare,0.17575757575757567
depechez-vous,fretta,0.7888888888888889
paradigme,paradigma,0.10370370370370374
contradictoire,contraddittorio,0.2047619047619046
privilege,privilegio,0.11111111111111116
guerir,guarire,0.1777777777777778
pose,posa,0.2333333333333334
clan,clan,0.0
concept,concetto,0.1428571428571429
c'etait,era,0.4444444444444444
quelqu'un d'autre,qualcun altro,0.31282051282051293
fraternite,fraternita,0.09333333333333327
intercurrence,intercorrenza,0.20512820512820507
conception,progetto,0.4833333333333334
ininterrompu,ininterrotto,0.21111111111111092
evaluer,valutare,0.2666666666666667
cynisme,cinismo,0.2666666666666667
comportement,comportamento,0.08888888888888902
forcer,forza,0.3600000000000001
terme,termine,0.04000000000000015
demenagement,trasferimento,0.4388888888888889
mensonges,bugie,0.5866666666666667
susmentionne,suddetto,0.3833333333333334
donner,dare,0.4833333333333334
resplendissant,splendente,0.21333333333333326
digne,degno,0.3733333333333334
plausible,plausibile,0.014814814814814725
j'aime,io amo,0.5777777777777777
morbide,morboso,0.36190476190476195
pertinence,pertinenza,0.17333333333333334
bientot,presto,0.4666666666666667
cia,cia,0.0
authenticite,autenticita,0.09696969696969682
refleter,riflettere,0.15000000000000002
anatheme,anatema,0.1523809523809525
presomptueux,presuntuoso,0.3939393939393939
loisirs,tempo libero,0.5523809523809524
progeniture,prole,0.26666666666666683
reve,sogno,0.85
actuel,attuale,0.3222222222222223
licence,licenziosita,0.2952380952380951
demagogue,demagogo,0.125
saga,saga,0.0
description,descrizione,0.16363636363636358
particularite,peculiarita,0.2606060606060606
compatissant,compassionevole,0.311111111111111
misogyne,misogino,0.2333333333333334
aussi,pure,0.6833333333333333
inference,inferenza,0.19259259259259254
simplicite,semplicita,0.18666666666666676
reclamer,reclamo,0.1428571428571429
destin,destino,0.022222222222222143
culminer,picco,0.72
erudit,erudito,0.022222222222222143
flegmatique,flemmatico,0.2733333333333333
procedure,procedura,0.10370370370370374
ni,ne,0.4666666666666667
impression,stampa,0.6222222222222222
circonspect,circospetto,0.16363636363636358
entreprise,azienda,0.6285714285714286
developper,sviluppare,0.45333333333333337
determination,determinazione,0.08205128205128198
comme,come,0.033333333333333326
diligent,diligente,0.016666666666666607
espiegle,giocoso,0.7238095238095238
devoir,dovere,0.43333333333333335
resolution,risoluzione,0.19999999999999996
tourner,giro,0.7
labaro,labaro,0.0
constance,costanza,0.2333333333333334
these,tesi,0.2666666666666667
mythe,mito,0.4833333333333334
etre,essere,0.2666666666666666
incident,incidente,0.016666666666666607
caracteriser,caratterizzare,0.23888888888888893
route,strada,0.6933333333333334
genre,genere,0.026666666666666727
responsable,responsabile,0.012121212121212088
imputer,imputare,0.1428571428571429
epistemologique,epistemologico,0.12857142857142834
bonheur,felicita,0.7333333333333334
tache,compito,0.7066666666666667
super,grande,0.6933333333333334
pas(c)membre,non(c)membro,0.28888888888888886
ruse,astuzia,0.7166666666666668
lucubration,elucubrazione,0.10909090909090913
portee,scopo,0.52
soi,se stesso,0.4444444444444444
au-dela,al di la,0.3904761904761904
sans consequence,irrilevante,0.6363636363636364
contexte,contesto,0.2333333333333334
humilite,umilta,0.20000000000000007
impartial,imparziale,0.11851851851851858
pro,pro,0.0
hypocrisie,ipocrisia,0.2148148148148148
signification,senso,0.4933333333333334
bien que,sebbene,0.38095238095238093
detachement,distacco,0.45833333333333337
quota,quota,0.0
racisme,razzismo,0.2761904761904762
autonomie,autonomia,0.10370370370370374
proprete,pulizia,0.7142857142857143
indispensable,indispensabile,0.01025641025641022
restant,residuo,0.4761904761904763
souhait,desiderio,0.6190476190476191
donner,dare,0.4833333333333334
synthetique,sintetico,0.31851851851851853
jusqu'a,fino a,0.7
eminent,prominente,0.17142857142857149
consentement,consenso,0.2499999999999999
concernant,riguardante,0.5133333333333334
mise en oeuvre,implementazione,0.5047619047619049
verbeux,prolisso,0.7333333333333334
consonance,consonanza,0.17333333333333334
excuses,scuse,0.22666666666666668
primordial,primordiale,0.013333333333333308
