es,ro,Alignment Score
indescriptible,de nedescris,0.37222222222222223
conservador,conservator,0.08484848484848484
vis,vis,0.0
asco,dezgust,0.7166666666666668
lapso,interval,0.7066666666666668
expectativa,asteptare,0.49629629629629635
trascendental,transcendental,0.01025641025641022
brillar,stralucire,0.5333333333333333
divergente,divergente,0.0
multiplicidad,multiplicitate,0.14871794871794863
hibrido,hibrid,0.022222222222222143
donde,unde,0.25
alegrarse,bucura,0.6000000000000001
supresion,suprimare,0.37037037037037035
xibiu,xibiu,0.0
aleatorio,aleatoriu,0.10370370370370374
entretenimiento,divertisment,0.3222222222222223
inminencia,iminenta,0.1416666666666666
sutileza,echivoc,0.7238095238095238
resultado,rezultat,0.2416666666666667
inconsecuencia,inconsecventa,0.14871794871794863
disposicion,dispozitie,0.28666666666666674
esporadico,sporadic,0.033333333333333326
ir,merge,0.6000000000000001
idem,idem,0.0
legado,mostenire,0.7333333333333334
bocal,bocal,0.0
receptividad,receptivitate,0.16111111111111098
internalizacion,internalizare,0.1435897435897434
dios mio,naiba,0.7333333333333334
casa,casa,0.0
jurisprudencia,jurisprudenta,0.07692307692307687
amonestacion,avertizare,0.54
rectificar,rectifica,0.014814814814814725
salir,a iesi afara,0.4666666666666667
cinico,cinic,0.026666666666666727
sentido,sens,0.28333333333333355
contrapartida,echivalent,0.6066666666666667
subjetividad,subiectivitate,0.25
recipiente,destinatar,0.5333333333333333
retrogrado,retrograd,0.014814814814814725
conformidad,conformitate,0.17575757575757567
abstracto,abstract,0.016666666666666607
jurisdiccion,jurisdictie,0.17575757575757567
padre,tata,0.6666666666666667
parcial,partial,0.13333333333333341
para el,pentru,0.5777777777777777
contentamiento,multumire,0.5259259259259259
estado,fost,0.4833333333333334
venir,vin la tine,0.4666666666666667
esencia,esenta,0.16666666666666663
doy,eu dau,0.6666666666666667
voluntad,voi,0.4222222222222223
inefable,inefabil,0.1166666666666667
alienado,instrainat,0.45833333333333337
prominencia,proeminenta,0.16363636363636358
convencional,conventional,0.07777777777777772
amabilidad,bunatate,0.6583333333333334
burlador,batjocoritor,0.45833333333333337
conciso,concis,0.022222222222222143
gradualmente,treptat,0.5523809523809524
ser,fi,0.9
resentimiento,resentiment,0.024242424242424176
fornicacion,curvie,0.6333333333333333
subsistencia,subzistenta,0.17575757575757578
idea,idee,0.2333333333333334
acusado,parat,0.5733333333333334
ceda el paso,ceda,0.15000000000000002
funcionalidad,functionalitate,0.15897435897435863
sintesis,sinteza,0.2571428571428571
factibilidad,fezabilitate,0.3666666666666667
matiz,nuanta,0.56
acerca de,despre,0.47777777777777786
por,pe,0.5
execrable,execrabil,0.10370370370370374
desgracia,ghinion,0.638095238095238
acreditacion,acreditare,0.18666666666666665
acceso,acces,0.026666666666666727
exceso,exces,0.026666666666666727
subordinar,subordonat,0.18666666666666676
papibaquigrafo,papibaquigrapher,0.1333333333333332
presagio,augur,0.5733333333333334
a mi,pe mine,0.30000000000000016
tuyo sinceramente,cu stima,0.43333333333333346
subordinacion,supunere,0.5666666666666667
amanecer,zorii,0.72
condescendiente,condescendent,0.02051282051282044
justificar,fundamenta,0.6
descuido,nepasare,0.6416666666666666
denigrar,denigra,0.01904761904761898
contingencia,contingenta,0.09090909090909083
promiscuidad,promiscuitate,0.16111111111111098
constantemente,in mod constant,0.3571428571428571
incandescente,incandescent,0.011111111111111072
perspectiva,perspectiva,0.0
meta,poarta,0.4666666666666667
yugo,jug,0.3555555555555556
elocuente,elocvent,0.13333333333333341
relacion,relatie,0.2761904761904762
arte,arta,0.2333333333333334
intensidad,intensitate,0.19333333333333336
corroborar,coroboreaza,0.18666666666666676
seguridad,siguranta,0.3925925925925926
sistematico,sistematic,0.013333333333333308
autoritario,autoritar,0.022222222222222143
para compartir,a impartasi,0.2666666666666667
sobrecargado,supraincarcat,0.45000000000000007
moda,voga,0.4666666666666667
introvertido,introvertit,0.09090909090909083
despectivo,peiorativ,0.3925925925925926
pandemia,pandemic,0.1166666666666667
sed,sete,0.33333333333333337
centro,miez,0.7
estigmatizar,stigmatiza,0.026666666666666616
divergencia,divergenta,0.09999999999999998
inclinacion,partinire,0.5777777777777778
astuto,viclean,0.711111111111111
significado,sens,0.5833333333333333
hermetico,ermetic,0.03809523809523818
