en,it,Alignment Score
river,fiume,0.5466666666666666
resolute,risoluto,0.2333333333333334
eccentric,eccentrico,0.014814814814814725
exotic,esotico,0.1777777777777778
hermeneutics,ermeneutica,0.09696969696969682
eschatological,escatologico,0.09444444444444422
necessary,necessario,0.11111111111111116
weather,tempo atmosferico,0.38095238095238104
methodical,metodico,0.1416666666666666
sublime,sublime,0.0
vocabulary,vocabolario,0.19333333333333336
evidentiary,probatorio,0.6799999999999999
consequence,conseguenza,0.24242424242424243
casual,casuale,0.022222222222222143
subjective,soggettivo,0.44000000000000006
prejudice,pregiudizio,0.311111111111111
immeasurable,incommensurabile,0.11111111111111116
maturity,scadenza,0.7250000000000001
condolences,condoglianze,0.2606060606060606
activist,attivista,0.13333333333333341
voice,voce,0.033333333333333326
inexorable,inesorabile,0.1066666666666668
gone,andato,0.6833333333333333
integrity,integrita,0.10370370370370374
unscrupulous,senza scrupoli,0.37777777777777777
habit,abitudine,0.2400000000000001
consideration,considerazione,0.08205128205128198
apex,apice,0.25
idyllic,idilliaco,0.17142857142857149
jubilation,giubilo,0.2952380952380953
remission,remissione,0.014814814814814725
extension,estensione,0.11851851851851858
friendship,amicizia,0.6666666666666667
incipient,nascente,0.3416666666666667
ok,ok,0.0
goal,obiettivo,0.7333333333333334
urge,sollecitare,0.5666666666666667
action,azione,0.30000000000000004
abstain,astenersi,0.40000000000000013
ethnicity,etnia,0.2533333333333334
claim,reclamo,0.22666666666666668
altruism,altruismo,0.016666666666666607
design,progetto,0.7333333333333334
incontinence,incontinenza,0.14444444444444438
exemption,esenzione,0.3925925925925926
grace,adornare,0.42666666666666664
chimera,chimera,0.0
nowadays,al giorno d'oggi,0.6083333333333334
munchies,munchies,0.0
provisioned,fornito,0.5523809523809524
monotonous,monotono,0.025000000000000022
personification,personificazione,0.07111111111111101
hate,odio,0.8333333333333334
bad,cattivo,0.7111111111111111
helpfulness,disponibilita,0.703030303030303
scrutiny,scrutinio,0.125
adjacent,adiacente,0.13333333333333341
will,volere,0.6833333333333333
pragmatic,pragmatico,0.014814814814814725
intercity,interurbano,0.3851851851851852
independent,indipendente,0.09696969696969693
such,come,0.6499999999999999
audacity,audacia,0.1428571428571429
whose,di chi,0.7066666666666668
mutual,reciproco,0.8555555555555556
path,sentiero,0.7333333333333334
solemn,solenne,0.16666666666666663
adornment,ornamento,0.19999999999999996
schedule,programma,0.8250000000000001
beneficence,beneficenza,0.15757575757575748
mockery,beffa,0.72
inscrutable,imperscrutabile,0.11515151515151523
coercion,coercizione,0.04166666666666663
antagonist,antagonista,0.013333333333333308
through,attraverso,0.5238095238095238
discourse,discorso,0.13333333333333341
superfluous,superfluo,0.022222222222222143
disseminate,diffondere,0.5133333333333334
indolence,indolenza,0.19259259259259254
cognitive,cognitivo,0.10370370370370374
bad,cattivo,0.7111111111111111
hope,speranza,0.5166666666666666
susceptible,suscettibile,0.09696969696969704
intervention,intervento,0.026666666666666616
serendipity,serendipita,0.08484848484848473
identification,identificazione,0.07619047619047614
suitable,adatto,0.7222222222222222
harvest,raccolto,0.6190476190476191
backbiting,maldicenza,0.6066666666666667
congratulations,congratulazioni,0.12444444444444436
sadist,sadico,0.288888888888889
talaric,talarico,0.01904761904761898
were,erano,0.4666666666666667
pledge,impegno,0.4666666666666667
clumsy,goffo,0.8400000000000001
consolidate,consolidare,0.08484848484848473
foment,fomentare,0.04444444444444429
insignificant,insignificante,0.01025641025641022
nature,natura,0.15555555555555556
too much,troppo,0.4555555555555556
earn,guadagnare,0.5666666666666667
situation,situazione,0.11851851851851858
prerogative,prerogativa,0.08484848484848473
concessionaire,concessionario,0.12857142857142834
dengo,dengo,0.0
accessibility,accessibilita,0.07179487179487176
prosperity,prosperita,0.09333333333333327
for,per,0.5777777777777777
wing,ala,0.8666666666666667
pusillanimity,pusillanimita,0.07179487179487176
one,uno,0.5777777777777777
release,pubblicazione,0.5714285714285714
singular,singolare,0.13333333333333341
candor,candore,0.022222222222222143
emerge,emergere,0.03333333333333344
to know,sapere,0.8333333333333334
success,successo,0.01904761904761898
petty,trascurabile,0.7733333333333333
indifference,indifferenza,0.14444444444444438
