en,fr,Alignment Score
fit,ajuster,0.6888888888888889
except,sauf,0.8666666666666667
expression,expression,0.0
alien,extraterrestre,0.6533333333333333
solidarity,solidarite,0.09333333333333327
diffusion,la diffusion,0.029629629629629672
mainly,principalement,0.5444444444444445
complacency,complaisance,0.23636363636363633
despot,despote,0.022222222222222143
membership,adhesion,0.5666666666666667
persevering,perseverant,0.16969696969696968
goal,but,0.8666666666666667
your,ton,0.6444444444444445
eminent,eminent,0.0
agile,agile,0.0
alterity,alterite,0.1166666666666667
cell,cellule,0.06666666666666676
to establish,etablir,0.19999999999999996
face,affronter,0.55
premise,premisse,0.01904761904761898
procrastinate,remettre a plus tard,0.5128205128205129
beneplacito,beneplacito,0.0
intense,intense,0.0
hence,ainsi,0.6933333333333334
opportunity,opportunite,0.08484848484848473
problem,probleme,0.01904761904761898
perhaps,peut-etre,0.5047619047619049
to do,faire,0.8266666666666667
controversy,controverse,0.08484848484848473
zeal,zele,0.2333333333333334
iniquity,iniquite,0.1166666666666667
dissemination,dissemination,0.0
he had,il avait,0.6111111111111112
pain,douleur,0.8833333333333334
panache,panache,0.0
detailed,detaille,0.1166666666666667
amalgam,amalgame,0.01904761904761898
supervening,survenant,0.22962962962962974
literally,litteralement,0.22962962962962952
potentiality,potentialite,0.07777777777777772
volatile,volatil,0.01904761904761898
ambition,ambition,0.0
light,lumiere,0.5466666666666666
gorgeous,magnifique,0.6499999999999999
otherwise,sinon,0.7333333333333334
passerby,passant,0.37142857142857144
generosity,generosite,0.09333333333333327
excuse,excuse,0.0
superficial,superficiel,0.08484848484848473
indiscriminate,aveugle,0.6666666666666667
woman,femme,0.6933333333333334
through,a travers,0.6285714285714286
obstacle,obstacle,0.0
magnificence,magnificence,0.0
consolidation,consolidation,0.0
scum,ecume,0.2666666666666667
factual,factuel,0.13333333333333341
incidence,incidence,0.0
target,cible,0.6933333333333334
they are,ils sont,0.7166666666666667
ambitious,ambitieux,0.20740740740740748
resilience,resilience,0.0
tasteless,insipide,0.6499999999999999
gay,gay,0.0
sieve,tamis,0.6666666666666667
ancestry,ascendance,0.43333333333333346
yet,encore,0.6666666666666667
honesty,honnetete,0.2857142857142857
assignment,affectation,0.5933333333333334
providence,providence,0.0
peremptory,peremptoire,0.10666666666666658
ambiguity,ambiguite,0.10370370370370374
inconvenient,incommode,0.40000000000000013
resolution,resolution,0.0
support,soutien,0.48571428571428577
convenient,pratique,0.6500000000000001
contradiction,contradiction,0.0
frivolous,frivole,0.1523809523809524
remote,telecommande,0.5222222222222223
procrastination,procrastination,0.0
mercy,misericorde,0.29333333333333345
accent,accent,0.0
story,histoire,0.2533333333333334
hello,bonjour,0.7066666666666668
imprescriptible,imprescriptible,0.0
speculation,speculation,0.0
inherent,inherent,0.0
pernicious,pernicieux,0.18666666666666676
essential,essentiel,0.10370370370370374
life,vie,0.3555555555555556
apathetic,apathique,0.28148148148148144
reciprocal,reciproque,0.2533333333333333
scruple,scrupule,0.01904761904761898
but,mais,0.8666666666666667
spontaneity,spontaneite,0.08484848484848473
profane,profane,0.0
negligence,negligence,0.0
discriminate,discriminer,0.09090909090909083
redundancy,redondance,0.18666666666666676
ego,ego,0.0
when,quand,0.6666666666666667
unknowable,inconnaissable,0.38
perfidy,perfidie,0.1428571428571429
act,acte,0.04444444444444451
brings,apporte,0.7222222222222222
infer,deduire,0.5466666666666666
eligible,admissible,0.35
pariah,paria,0.026666666666666727
correlate,correlatif,0.11111111111111116
recess,recreation,0.34444444444444455
hindrance,obstacle,0.5416666666666667
spite,depit,0.36
insurmountable,insurmontable,0.01025641025641022
obstinate,obstine,0.028571428571428692
irascible,irascible,0.0
inseparable,inseparable,0.0
to make available,mettre a disposition,0.603921568627451
constitution,constitution,0.0
conscience,conscience,0.0
