es,ro,Alignment Score
adaptar,potrivi,0.49523809523809526
excepto,cu exceptia,0.18095238095238098
expresion,expresie,0.125
extraterrestre,strain,0.5222222222222223
solidaridad,solidaritate,0.17575757575757567
difusion,difuziune,0.25
principalmente,in principal,0.2222222222222221
complacencia,complezenta,0.24848484848484842
despota,despot,0.022222222222222143
afiliacion,calitatea de membru,0.5733333333333335
perseverante,perseverent,0.09696969696969693
meta,poarta,0.4666666666666667
su,ta,0.8666666666666667
eminente,eminent,0.01904761904761898
agil,agil,0.0
alteridad,alteritate,0.2148148148148148
celula,celula,0.0
establecer,a stabili,0.4
rostro,fata,0.7
premisa,premisa,0.0
aplazar,amana,0.41333333333333333
beneplacito,beneplacito,0.0
intenso,intens,0.022222222222222143
por eso,prin urmare,0.4190476190476191
oportunidad,oportunitate,0.17575757575757567
problema,problema,0.0
tal vez,poate,0.5466666666666666
hacer,a face,0.3733333333333334
controversia,controversa,0.012121212121212088
celo,zel,0.3555555555555556
iniquidad,nelegiuirea,0.41481481481481497
diseminacion,diseminare,0.18666666666666665
el tuvo,el a avut,0.38095238095238104
dolor,durere,0.5333333333333333
estilo,pompon,0.7
detallado,detaliat,0.2416666666666667
amalgama,amalgam,0.01904761904761898
sobreviniente,supravenind,0.4181818181818182
literalmente,literalmente,0.0
potencialidad,potentialitate,0.2205128205128204
volatil,volatil,0.0
ambicion,ambitie,0.2761904761904762
luz,usoara,0.6666666666666667
esplendido,superba,0.5333333333333334
de lo contrario,in caz contrar,0.3142857142857144
transeunte,trecator,0.45000000000000007
generosidad,generozitate,0.2606060606060606
disculpar,scuza,0.2666666666666667
superficial,superficial,0.0
indistinto,nediscriminatoriu,0.2466666666666667
mujer,femeie,0.5466666666666666
a traves de,prin,0.7833333333333333
obstaculo,obstacol,0.125
magnificencia,maretie,0.4380952380952382
consolidacion,consolidare,0.16969696969696957
escoria,gunoi,0.56
factual,faptice,0.48571428571428577
incidencia,incidenta,0.11111111111111116
objetivo,tinta,0.56
ellos son,sunt,0.55
ambicioso,ambitios,0.13333333333333341
resiliencia,rezistenta,0.36
insipido,lipsit de gust,0.5
homosexuales,gay,0.8222222222222223
tamiz,sita,0.45000000000000007
ascendencia,origine,0.6476190476190476
todavia,inca,0.4833333333333333
honestidad,onestitate,0.27333333333333343
asignacion,misiune,0.5333333333333333
providencia,providenta,0.09999999999999998
perentorio,peremptorie,0.19333333333333336
ambiguedad,ambiguitate,0.2599999999999999
inconveniente,incomod,0.4190476190476191
resolucion,rezolutie,0.31851851851851853
apoyo,a sustine,0.72
conveniente,convenabil,0.2666666666666667
contradiccion,contradictie,0.16111111111111098
frivolo,frivol,0.022222222222222143
remoto,la distanta,0.7666666666666667
dilacion,procrastinare,0.5833333333333333
merced,mila,0.6666666666666667
acento,accent,0.15555555555555556
historia,poveste,0.6190476190476191
hola,buna ziua,0.7166666666666668
imprescriptible,imprescriptibil,0.06222222222222218
especulacion,speculatie,0.20666666666666678
inherente,inerent,0.03809523809523818
pernicioso,pernicios,0.014814814814814725
basico,esential,0.6111111111111112
vida,viata,0.25
apatico,apatic,0.022222222222222143
reciproco,reciproc,0.016666666666666607
escrupulo,scrupul,0.03809523809523818
pero,dar,0.6222222222222222
espontaneidad,spontaneitate,0.21025641025641006
profano,profan,0.022222222222222143
negligencia,neglijenta,0.19333333333333336
discriminar,deosebi,0.5428571428571429
redundancia,redundanta,0.09999999999999998
ego,ego-ul,0.08888888888888902
cuando,cand,0.06666666666666676
desconocido,de necunoscut,0.4181818181818181
perfidia,perfidie,0.1166666666666667
acto,act,0.04444444444444451
trae,aduce,0.45000000000000007
inferir,deduce,0.711111111111111
elegible,eligibil,0.2333333333333334
paria,paria,0.0
correlacion,corela,0.07777777777777772
receso,pauza,0.8400000000000001
obstaculo,impiedicare,0.7555555555555555
despecho,ciuda,0.72
insuperable,de netrecut,0.5454545454545455
obstinado,incapatanat,0.5777777777777777
irascible,irascibil,0.10370370370370374
inseparable,de nedespartit,0.49090909090909096
hacer disponible,a pune la dispozitie,0.35
constitucion,constitutie,0.17575757575757567
conciencia,constiinta,0.3466666666666668
