pt,en,Alignment Score
apto,fit,0.6222222222222222
exceto,except,0.15555555555555556
expressao,expression,0.11851851851851858
alheio,alien,0.3733333333333334
solidariedade,solidarity,0.19333333333333325
difusao,diffusion,0.17142857142857149
principalmente,mainly,0.5444444444444445
complacencia,complacency,0.09090909090909083
despota,despot,0.022222222222222143
adesao,membership,0.6333333333333333
perseverante,persevering,0.17575757575757567
meta,goal,0.6499999999999999
seu,your,0.6222222222222222
eminente,eminent,0.01904761904761898
agil,agile,0.033333333333333326
alteridade,alterity,0.23333333333333328
cela,cell,0.2333333333333334
estabelecer,to establish,0.3939393939393939
face,face,0.0
premissa,premise,0.1428571428571429
procrastinar,procrastinate,0.08333333333333337
beneplacito,beneplacito,0.0
intenso,intense,0.13333333333333341
dai,hence,0.8888888888888888
oportunidade,opportunity,0.24242424242424243
problema,problem,0.01904761904761898
quica,perhaps,0.7066666666666668
fazer,to do,0.8266666666666667
controversia,controversy,0.09090909090909083
zelo,zeal,0.2333333333333334
iniquidade,iniquity,0.23333333333333328
disseminacao,dissemination,0.15555555555555545
teve,he had,0.6833333333333333
dor,pain,0.8666666666666667
brio,panache,0.8833333333333334
pormenorizado,detailed,0.5916666666666668
amalgama,amalgam,0.01904761904761898
superveniente,supervening,0.10303030303030292
literalmente,literally,0.21481481481481468
potencialidade,potentiality,0.23333333333333317
volatil,volatile,0.01904761904761898
ambicao,ambition,0.2666666666666667
luz,light,0.6222222222222222
deslumbrante,gorgeous,0.6666666666666667
outrossim,otherwise,0.48888888888888893
transeunte,passerby,0.5666666666666667
generosidade,generosity,0.18666666666666665
escusa,excuse,0.3111111111111112
superficial,superficial,0.0
indiscriminado,indiscriminate,0.1238095238095237
mulher,woman,0.6933333333333334
atraves,through,0.6095238095238096
obice,obstacle,0.2400000000000001
magnificencia,magnificence,0.08333333333333337
consolidacao,consolidation,0.15555555555555545
escoria,scum,0.5
fatico,factual,0.4444444444444444
incidencia,incidence,0.11111111111111116
alvo,target,0.6833333333333333
sao,they are,0.7333333333333334
ambicioso,ambitious,0.20740740740740748
resiliencia,resilience,0.09999999999999987
insipido,tasteless,0.7333333333333334
gay,gay,0.0
crivo,sieve,0.5466666666666666
ancestralidade,ancestry,0.16666666666666652
ainda,yet,0.8888888888888888
honestidade,honesty,0.17142857142857137
cessao,assignment,0.6222222222222222
providencia,providence,0.09999999999999987
peremptorio,peremptory,0.09999999999999987
ambiguidade,ambiguity,0.20740740740740737
inconveniente,inconvenient,0.011111111111111072
dissolucao,resolution,0.43333333333333335
respaldo,support,0.5047619047619047
conveniente,convenient,0.013333333333333308
contradicao,contradiction,0.10303030303030292
frivolo,frivolous,0.028571428571428692
remoto,remote,0.15555555555555556
procrastinacao,procrastination,0.1333333333333332
misericordia,mercy,0.30666666666666675
acento,accent,0.15555555555555556
estoria,story,0.2266666666666668
ola,hello,0.6222222222222222
imprescritivel,imprescriptible,0.13809523809523805
especulacao,speculation,0.24242424242424243
inerente,inherent,0.1166666666666667
pernicioso,pernicious,0.09333333333333327
essencial,essential,0.10370370370370374
vida,life,0.6666666666666667
apatico,apathetic,0.1523809523809525
reciproco,reciprocal,0.11111111111111116
escrupulo,scruple,0.17142857142857149
mas,but,0.8444444444444444
espontaneidade,spontaneity,0.18181818181818166
profano,profane,0.13333333333333341
negligencia,negligence,0.09999999999999987
discriminar,discriminate,0.09090909090909083
redundancia,redundancy,0.09999999999999987
ego,ego,0.0
quando,when,0.6833333333333333
incognoscivel,unknowable,0.5466666666666666
perfidia,perfidy,0.1428571428571429
ato,act,0.3111111111111112
traz,brings,0.7
inferir,infer,0.039999999999999925
elegivel,eligible,0.3416666666666667
paria,pariah,0.026666666666666727
correlacionar,correlate,0.2222222222222221
recesso,recess,0.022222222222222143
empecilho,hindrance,0.7259259259259259
despeito,spite,0.2533333333333334
intransponivel,insurmountable,0.4904761904761905
obstinado,obstinate,0.19259259259259254
irascivel,irascible,0.19999999999999996
indissociavel,inseparable,0.4727272727272728
disponibilizar,to make available,0.6190476190476191
constituicao,constitution,0.1499999999999999
consciencia,conscience,0.09999999999999987
