fr,ro,Alignment Score
ajuster,potrivi,0.6095238095238096
sauf,cu exceptia,0.7666666666666666
expression,expresie,0.1416666666666666
extraterrestre,strain,0.5222222222222223
solidarite,solidaritate,0.019999999999999907
la diffusion,difuziune,0.3407407407407409
principalement,in principal,0.2222222222222221
complaisance,complezenta,0.3818181818181816
despote,despot,0.022222222222222143
adhesion,calitatea de membru,0.6333333333333333
perseverant,perseverent,0.08484848484848484
but,poarta,0.6666666666666667
ton,ta,0.5
eminent,eminent,0.0
agile,agil,0.033333333333333326
alterite,alteritate,0.025000000000000022
cellule,celula,0.1777777777777778
etablir,a stabili,0.2857142857142858
affronter,fata,0.55
premisse,premisa,0.1428571428571429
remettre a plus tard,amana,0.6
beneplacito,beneplacito,0.0
intense,intens,0.022222222222222143
ainsi,prin urmare,0.6133333333333333
opportunite,oportunitate,0.09090909090909083
probleme,problema,0.1166666666666667
peut-etre,poate,0.41333333333333333
faire,a face,0.3733333333333333
controverse,controversa,0.08484848484848473
zele,zel,0.04444444444444451
iniquite,nelegiuirea,0.3750000000000001
dissemination,diseminare,0.19999999999999996
il avait,el a avut,0.3500000000000001
douleur,durere,0.33333333333333337
panache,pompon,0.5777777777777777
detaille,detaliat,0.32499999999999984
amalgame,amalgam,0.01904761904761898
survenant,supravenind,0.23703703703703716
litteralement,literalmente,0.08888888888888902
potentialite,potentialitate,0.016666666666666496
volatil,volatil,0.0
ambition,ambitie,0.1428571428571429
lumiere,usoara,0.6000000000000001
magnifique,superba,0.638095238095238
sinon,in caz contrar,0.32000000000000006
passant,trecator,0.6190476190476191
generosite,generozitate,0.11333333333333329
excuse,scuza,0.5466666666666666
superficiel,superficial,0.08484848484848473
aveugle,nediscriminatoriu,0.7047619047619047
femme,femeie,0.19999999999999996
a travers,prin,0.75
obstacle,obstacol,0.1166666666666667
magnificence,maretie,0.4190476190476191
consolidation,consolidare,0.16969696969696957
ecume,gunoi,0.6933333333333334
factuel,faptice,0.37142857142857144
incidence,incidenta,0.19259259259259254
cible,tinta,0.6933333333333334
ils sont,sunt,0.31666666666666676
ambitieux,ambitios,0.22499999999999998
resilience,rezistenta,0.43333333333333335
insipide,lipsit de gust,0.3916666666666667
gay,gay,0.0
tamis,sita,0.45000000000000007
ascendance,origine,0.6285714285714286
encore,inca,0.5
honnetete,onestitate,0.3111111111111112
affectation,misiune,0.6571428571428573
providence,providenta,0.17333333333333334
peremptoire,peremptorie,0.08484848484848473
ambiguite,ambiguitate,0.022222222222222254
incommode,incomod,0.03809523809523818
resolution,rezolutie,0.2148148148148148
soutien,a sustine,0.2952380952380953
pratique,convenabil,0.6666666666666667
contradiction,contradictie,0.08333333333333337
frivole,frivol,0.022222222222222143
telecommande,la distanta,0.6121212121212121
procrastination,procrastinare,0.1435897435897434
misericorde,mila,0.55
accent,accent,0.0
histoire,poveste,0.49523809523809526
bonjour,buna ziua,0.5333333333333333
imprescriptible,imprescriptibil,0.06222222222222218
speculation,speculatie,0.09999999999999987
inherent,inerent,0.01904761904761898
pernicieux,pernicios,0.19999999999999996
essentiel,esential,0.13333333333333341
vie,viata,0.3555555555555556
apathique,apatic,0.19999999999999996
reciproque,reciproc,0.1333333333333333
scrupule,scrupul,0.01904761904761898
mais,dar,0.6444444444444445
spontaneite,spontaneitate,0.018181818181817966
profane,profan,0.022222222222222143
negligence,neglijenta,0.2666666666666667
discriminer,deosebi,0.5428571428571429
redondance,redundanta,0.2666666666666667
ego,ego-ul,0.08888888888888902
quand,cand,0.25
inconnaissable,de necunoscut,0.594871794871795
perfidie,perfidie,0.0
acte,act,0.04444444444444451
apporte,aduce,0.5333333333333333
deduire,deduce,0.16666666666666663
admissible,eligibil,0.4666666666666667
paria,paria,0.0
correlatif,corela,0.06666666666666665
recreation,pauza,0.7466666666666667
obstacle,impiedicare,0.6583333333333334
depit,ciuda,0.6799999999999999
insurmontable,de netrecut,0.6303030303030304
obstine,incapatanat,0.638095238095238
irascible,irascibil,0.10370370370370374
inseparable,de nedespartit,0.49090909090909096
mettre a disposition,a pune la dispozitie,0.34333333333333327
constitution,constitutie,0.09090909090909083
conscience,constiinta,0.3533333333333334
