en,it,Alignment Score
fit,adatto,0.6666666666666667
except,tranne,0.6888888888888889
expression,espressione,0.10666666666666669
alien,alieno,0.026666666666666727
solidarity,solidarieta,0.10666666666666658
diffusion,diffusione,0.014814814814814725
mainly,principalmente,0.5444444444444445
complacency,compiacimento,0.2606060606060606
despot,despota,0.022222222222222143
membership,appartenenza,0.6933333333333334
persevering,perseverante,0.17575757575757567
goal,obiettivo,0.7333333333333334
your,tuo,0.6222222222222222
eminent,eminente,0.01904761904761898
agile,agile,0.0
alterity,alterita,0.1166666666666667
cell,cellula,0.06666666666666676
to establish,stabilire,0.31851851851851853
face,viso,0.8333333333333334
premise,premessa,0.2571428571428571
procrastinate,procrastinare,0.07179487179487176
beneplacito,beneplacito,0.0
intense,intenso,0.13333333333333341
hence,quindi,0.7066666666666668
opportunity,opportunita,0.08484848484848473
problem,problema,0.01904761904761898
perhaps,forse,0.56
to do,fare,0.85
controversy,controversia,0.09090909090909083
zeal,zelo,0.2333333333333334
iniquity,iniquita,0.1166666666666667
dissemination,diffusione,0.3600000000000001
he had,lui aveva,0.6222222222222222
pain,dolore,0.8666666666666667
panache,brio,0.8833333333333334
detailed,dettagliato,0.3583333333333333
amalgam,amalgama,0.01904761904761898
supervening,sopravvenuto,0.406060606060606
literally,letteralmente,0.32592592592592584
potentiality,potenzialita,0.15555555555555545
volatile,volatile,0.0
ambition,ambizione,0.13333333333333341
light,leggero,0.56
gorgeous,bellissimo,0.6499999999999999
otherwise,altrimenti,0.5037037037037038
passerby,passante,0.31666666666666676
generosity,generosita,0.09333333333333327
excuse,scusa,0.3866666666666667
superficial,superficiale,0.012121212121212088
indiscriminate,indiscriminato,0.06666666666666665
woman,donna,0.5333333333333333
through,attraverso,0.5238095238095238
obstacle,ostacolo,0.2333333333333334
magnificence,magnificenza,0.14444444444444438
consolidation,consolidamento,0.1435897435897434
scum,feccia,0.7
factual,effettivo,0.638095238095238
incidence,incidenza,0.19259259259259254
target,bersaglio,0.6222222222222222
they are,sono,0.9
ambitious,ambizioso,0.20740740740740748
resilience,resilienza,0.17333333333333334
tasteless,insapore,0.6499999999999999
gay,gay,0.0
sieve,setaccio,0.5466666666666666
ancestry,ascendenza,0.55
yet,ancora,0.9111111111111111
honesty,onesta,0.1777777777777778
assignment,incarico,0.6499999999999999
providence,provvidenza,0.18666666666666676
peremptory,perentorio,0.2666666666666667
ambiguity,ambiguita,0.10370370370370374
inconvenient,sconveniente,0.1499999999999999
resolution,risoluzione,0.19999999999999996
support,supporto,0.01904761904761898
convenient,conveniente,0.013333333333333308
contradiction,contraddizione,0.14871794871794863
frivolous,frivolo,0.028571428571428692
remote,a distanza,0.7555555555555555
procrastination,indugio,0.4571428571428572
mercy,misericordia,0.30666666666666675
accent,accento,0.022222222222222143
story,storia,0.19999999999999996
hello,ciao,0.6499999999999999
imprescriptible,imprescrittibile,0.07111111111111101
speculation,speculazione,0.09696969696969693
inherent,inerente,0.1166666666666667
pernicious,pernicioso,0.09333333333333327
essential,essenziale,0.11851851851851858
life,vita,0.6666666666666667
apathetic,apatico,0.1523809523809525
reciprocal,reciproco,0.11111111111111116
scruple,scrupolo,0.1523809523809525
but,ma,0.9
spontaneity,spontaneita,0.08484848484848473
profane,profano,0.13333333333333341
negligence,negligenza,0.17333333333333334
discriminate,discriminare,0.07777777777777772
redundancy,ridondanza,0.3599999999999999
ego,ego,0.0
when,quando,0.6833333333333333
unknowable,inconoscibile,0.3866666666666667
perfidy,perfidia,0.1428571428571429
act,atto,0.33333333333333337
brings,porta,0.7066666666666668
infer,dedurre,0.56
eligible,idoneo,0.6000000000000001
pariah,paria,0.026666666666666727
correlate,correlare,0.10370370370370374
recess,recesso,0.022222222222222143
hindrance,ostacolo,0.6499999999999999
spite,dispetto,0.4
insurmountable,insormontabile,0.13333333333333341
obstinate,ostinato,0.13333333333333341
irascible,irascibile,0.014814814814814725
inseparable,inseparabile,0.012121212121212088
to make available,mettere a disposizione,0.5647058823529413
constitution,costituzione,0.15555555555555556
conscience,coscienza,0.20740740740740748
