pt,fr,Alignment Score
contingente,quota,0.6266666666666667
audaz,audacieux,0.2400000000000001
liberdade,liberte,0.1523809523809524
autoctone,autochtone,0.014814814814814725
refutar,refuter,0.13333333333333341
pernostico,pernostique,0.17999999999999994
nocivo,nocif,0.19999999999999996
constante,constante,0.0
desnecessario,inutile,0.6666666666666667
sol,soleil,0.08888888888888902
inspiracao,inspiration,0.18666666666666676
isso,que,0.8666666666666667
aleatoriamente,au hasard,0.6074074074074074
tudo,tous,0.43333333333333335
complexo,complexe,0.1166666666666667
sua,ton,0.8444444444444444
proposito,but,0.7333333333333334
agir,acte,0.6333333333333333
auspicioso,de bon augure,0.6799999999999999
tribulacao,tribulations,0.19333333333333325
saudade,desir,0.5333333333333333
abnegado,desinteresse,0.6666666666666667
corja,hibou,0.6933333333333334
estereotipo,stereotype,0.19999999999999996
maestria,la maitrise,0.3666666666666667
arcabouco,cadre,0.5733333333333333
coincidencia,coincidence,0.09090909090909083
necessidade,besoin,0.5222222222222223
conserto,reparation,0.4666666666666667
fim,fin,0.3111111111111111
foi,il etait,0.6888888888888889
amigo,ami,0.06666666666666687
proveniente,originaire,0.5266666666666666
mais,plus,0.6333333333333333
aquiescencia,consentement,0.6222222222222222
lascivia,luxure,0.711111111111111
ceu,ciel,0.3555555555555556
relacao,relation,0.2666666666666667
paralelo,parallele,0.13333333333333341
despretensioso,sans pretention,0.319047619047619
intermitente,intermittent,0.07777777777777772
especificacao,specification,0.20512820512820495
monossilabico,monosyllabique,0.2717948717948716
soberba,superbe,0.38095238095238093
preconizar,avocat,0.6333333333333333
diligencia,diligence,0.11111111111111116
limpido,clair,0.56
amor,amour,0.033333333333333326
persuadir,persuader,0.10370370370370374
piedade,piete,0.21333333333333337
excerto,extrait,0.38095238095238093
influencia,influence,0.11111111111111116
censo,recensement,0.28
difuso,diffuser,0.18888888888888888
forte,fort,0.033333333333333326
inato,inne,0.45000000000000007
cetico,sceptique,0.34444444444444455
conferencia,conference,0.09999999999999987
confianca,confiance,0.10370370370370374
colosso,colosse,0.13333333333333341
mao,main,0.33333333333333337
num,sur une,0.6888888888888889
proceder,proceder,0.0
plena,complet,0.3866666666666667
bem,bien,0.3555555555555556
ciencia,science,0.2571428571428571
coercitivo,coercitif,0.11111111111111116
denso,dense,0.18666666666666676
pretensioso,pretentieux,0.31515151515151507
excepcional,exceptionnel,0.17575757575757578
provavelmente,probablement,0.23888888888888893
alegria,bonheur,0.6190476190476191
assintomatico,asymptomatique,0.33333333333333337
proposicao,proposition,0.18666666666666676
minuciosamente,soigneusement,0.3538461538461539
preponderancia,preponderance,0.07692307692307687
estavel,ecurie,0.5777777777777777
especificidade,specificite,0.1090909090909089
portanto,donc,0.55
iconico,iconique,0.2571428571428571
sendo,etre,0.6666666666666667
buscar,recherche,0.6222222222222222
razao,raison,0.3733333333333334
prazer,plaisir,0.4555555555555555
fel,fiel,0.04444444444444451
sob,sous,0.33333333333333337
utopia,utopie,0.15555555555555556
revolucionario,revolutionnaire,0.2047619047619046
eximio,excellent,0.5888888888888889
salutar,sain,0.4833333333333334
assim,comme ca,0.7066666666666668
vocabulo,mot,0.711111111111111
com,avec,0.6000000000000001
estelionatario,detourneur de fonds,0.523809523809524
apreco,appreciation,0.09999999999999987
emotivo,emotionnel,0.16190476190476188
pecuniaria,pecuniaire,0.17999999999999994
ressarcimento,remboursement,0.3897435897435898
indulgente,indulgent,0.014814814814814725
pertinente,pertinent,0.014814814814814725
devaneio,reve,0.33333333333333337
introspectivo,introspectif,0.08333333333333337
genuino,authentique,0.5428571428571429
ardil,ruse,0.6666666666666667
fugaz,fugace,0.19999999999999996
nos,nous,0.04444444444444451
extase,extase,0.0
axioma,axiome,0.15555555555555556
dia,jour,0.8666666666666667
alusao,allusion,0.20000000000000007
caos,chaos,0.033333333333333326
disciplina,discipline,0.09333333333333327
ode,ode,0.0
sororidade,sororite,0.1333333333333333
tenue,tenu,0.033333333333333326
ermo,region sauvage,0.6333333333333333
primazia,primaute,0.31666666666666654
desumilde,humiliant,0.4740740740740741
desgraca,disgrace,0.2333333333333334
