pt,ro,Alignment Score
contingente,cota,0.3666666666666668
audaz,indraznet,0.42666666666666664
liberdade,libertate,0.20740740740740748
autoctone,autohton,0.13333333333333341
refutar,respinge,0.6
pernostico,pernostic,0.014814814814814725
nocivo,daunatoare,0.6222222222222222
constante,constant,0.016666666666666607
desnecessario,inutil,0.6777777777777778
sol,soare,0.3555555555555556
inspiracao,inspiratie,0.2533333333333333
isso,acea,0.8333333333333334
aleatoriamente,la intamplare,0.4666666666666668
tudo,toate,0.45000000000000007
complexo,complex,0.01904761904761898
sua,ta,0.5
proposito,scop,0.5333333333333334
agir,act,0.6000000000000001
auspicioso,de bun augur,0.6733333333333333
tribulacao,necazul,0.6285714285714286
saudade,dor,0.6888888888888889
abnegado,altruista,0.6333333333333333
corja,bufnita,0.6933333333333334
estereotipo,stereotip,0.02962962962962956
maestria,maiestrie,0.13333333333333341
arcabouco,cadru,0.42666666666666664
coincidencia,coincidenta,0.09090909090909083
necessidade,nevoie,0.3555555555555556
conserto,reparatie,0.5583333333333333
fim,sfarsit,0.4444444444444444
foi,el a fost,0.4666666666666667
amigo,prieten,0.72
proveniente,originara,0.5925925925925926
mais,mai mult,0.30000000000000016
aquiescencia,incuviintare,0.49444444444444446
lascivia,pofta,0.7066666666666668
ceu,cer,0.3111111111111111
relacao,relatie,0.36190476190476195
paralelo,paralel,0.01904761904761898
despretensioso,modest,0.38888888888888895
intermitente,intermitent,0.012121212121212088
especificacao,specificatie,0.222222222222222
monossilabico,monosilabic,0.024242424242424176
soberba,superb,0.3111111111111112
preconizar,avocat,0.6333333333333333
diligencia,diligenta,0.11111111111111116
limpido,clar,0.7
amor,dragoste,0.55
persuadir,convinge,0.7333333333333334
piedade,pietate,0.2666666666666667
excerto,extras,0.44444444444444453
influencia,influenta,0.11111111111111116
censo,recensamant,0.28
difuso,difuz,0.19999999999999996
forte,puternic,0.56
inato,innascut,0.2400000000000001
cetico,sceptic,0.1777777777777778
conferencia,conferinta,0.17999999999999994
confianca,incredere,0.562962962962963
colosso,colos,0.039999999999999925
mao,mana,0.33333333333333337
num,pe unu,0.37777777777777777
proceder,continua,0.7250000000000001
plena,deplin,0.3866666666666667
bem,bun,0.5777777777777777
ciencia,stiinta,0.49523809523809526
coercitivo,coercitiv,0.014814814814814725
denso,dens,0.033333333333333326
pretensioso,pretentios,0.10666666666666669
excepcional,exceptional,0.08484848484848484
provavelmente,probabil,0.3833333333333334
alegria,fericire,0.5142857142857143
assintomatico,asimptomatica,0.2102564102564103
proposicao,propozitie,0.34666666666666657
minuciosamente,temeinic,0.4916666666666668
preponderancia,preponderenta,0.14871794871794863
estavel,grajd,0.72
especificidade,specificitate,0.15384615384615363
portanto,prin urmare,0.5666666666666667
iconico,simbolic,0.4095238095238096
sendo,fiind,0.52
buscar,cautare,0.4444444444444444
razao,motiv,0.6799999999999999
prazer,placere,0.33333333333333337
fel,fiere,0.3555555555555555
sob,sub,0.3111111111111112
utopia,utopie,0.15555555555555556
revolucionario,revolutionar,0.09444444444444444
eximio,excelent,0.5777777777777777
salutar,sanatos,0.49523809523809526
assim,ca aceasta,0.5866666666666667
vocabulo,cuvant,0.6000000000000001
com,cu,0.5
estelionatario,delapidator,0.4242424242424242
apreco,apreciere,0.18888888888888877
emotivo,emotional,0.1523809523809524
pecuniaria,pecuniara,0.014814814814814725
ressarcimento,restituire,0.44666666666666677
indulgente,indulgent,0.014814814814814725
pertinente,relevante,0.3851851851851852
devaneio,visarea cu ochii deschisi,0.5916666666666668
introspectivo,introspectiv,0.011111111111111072
genuino,autentic,0.5238095238095238
ardil,siretlic,0.5733333333333334
fugaz,trecatoare,0.76
nos,s.u.a,0.6222222222222222
extase,extaz,0.19999999999999996
axioma,axioma,0.0
dia,zi,0.5333333333333334
alusao,aluzie,0.4222222222222223
caos,haos,0.2333333333333334
disciplina,disciplina,0.0
ode,oda,0.3111111111111111
sororidade,sorority,0.23333333333333328
tenue,tenue,0.0
ermo,pustie,0.6666666666666667
primazia,primatul,0.31666666666666654
desumilde,injositoare,0.5851851851851853
desgraca,rusine,0.7222222222222222
