en,it,Alignment Score
quota,quota,0.0
daring,audace,0.5666666666666667
freedom,liberta,0.7238095238095238
autochthonous,autoctono,0.051851851851851816
refute,confutare,0.33333333333333337
pernostic,pernostico,0.014814814814814725
harmful,dannoso,0.7238095238095238
constant,costante,0.1166666666666667
unnecessary,non necessario,0.18787878787878776
sun,sole,0.6000000000000001
inspiration,ispirazione,0.1696969696969698
that,quello,0.8666666666666667
randomly,a caso,0.6000000000000001
all,tutto,0.8888888888888888
complex,complesso,0.1523809523809524
your,tuo,0.6222222222222222
purpose,scopo,0.5466666666666666
act,atto,0.33333333333333337
auspicious,di buon auspicio,0.21333333333333326
tribulation,tribolazione,0.18181818181818177
longing,desiderio,0.7333333333333334
selfless,altruista,0.6499999999999999
owl,gufo,0.6000000000000001
stereotype,stereotipo,0.18666666666666676
mastery,padronanza,0.6571428571428573
framework,struttura,0.6444444444444444
coincidence,coincidenza,0.15757575757575748
need,bisogno,0.7
repair,riparazione,0.3666666666666667
end,fine,0.6000000000000001
he was,e stato,0.4444444444444444
friend,amico,0.7066666666666668
originating,originario,0.19333333333333336
more,di piu,0.8666666666666667
acquiescence,acquiescenza,0.14444444444444438
lust,lussuria,0.30000000000000016
sky,cielo,0.8888888888888888
relationship,relazione,0.22962962962962963
parallel,parallelo,0.016666666666666607
unpretentious,senza pretese,0.3948717948717948
intermittent,intermittente,0.011111111111111072
specification,specifica,0.03703703703703687
monosyllabic,monosillabico,0.08888888888888902
superb,superbo,0.022222222222222143
advocate,avvocato,0.2333333333333334
diligence,diligenza,0.19259259259259254
clear,chiaro,0.3733333333333334
love,amore,0.4833333333333334
persuade,persuadere,0.025000000000000022
piety,pieta,0.18666666666666676
excerpt,estratto,0.5142857142857143
influence,influenza,0.19259259259259254
census,censimento,0.3333333333333335
diffuse,diffondere,0.2761904761904762
strong,forte,0.7066666666666668
innate,innato,0.15555555555555556
skeptical,scettico,0.3583333333333334
conference,conferenza,0.17333333333333334
trust,fiducia,0.72
colossus,colosso,0.1428571428571429
hand,mano,0.4666666666666667
on one,nessuno,0.5666666666666667
proceed,procedere,0.1523809523809524
full,pieno,0.85
good,bene,0.8333333333333334
science,scienza,0.24761904761904763
coercive,coercitivo,0.1416666666666666
dense,denso,0.18666666666666676
pretentious,pretenzioso,0.1696969696969698
exceptional,eccezionale,0.24848484848484853
probably,probabilmente,0.16666666666666663
happiness,felicita,0.7333333333333334
asymptomatic,asintomatico,0.21666666666666656
proposition,proposizione,0.09696969696969693
thoroughly,completamente,0.7
preponderance,preponderanza,0.1333333333333332
stable,stabile,0.022222222222222143
specificity,specificita,0.08484848484848473
therefore,percio,0.48888888888888893
iconic,iconico,0.022222222222222143
being,essendo,0.5733333333333334
search,ricerca,0.4666666666666667
reason,motivo,0.7
pleasure,piacere,0.38095238095238093
gall,fiele,0.6666666666666667
under,sotto,0.8266666666666667
utopia,utopia,0.0
revolutionary,rivoluzionario,0.2205128205128205
excellent,eccellente,0.11851851851851858
wholesome,sano,0.5333333333333334
like this,come questo,0.5851851851851853
word,parola,0.7
with,con,0.8666666666666667
embezzler,malversatore,0.5037037037037038
appreciation,apprezzamento,0.29999999999999993
emotional,emotivo,0.1523809523809524
pecuniary,pecuniario,0.11111111111111116
refund,rimborso,0.711111111111111
indulgent,indulgente,0.014814814814814725
relevant,pertinente,0.45000000000000007
daydream,sognare ad occhi aperti,0.575
introspective,introspettivo,0.1435897435897434
genuine,genuino,0.13333333333333341
ruse,stratagemma,0.5666666666666667
fleeting,fugace,0.5888888888888888
us,noi,0.9
ecstasy,estasi,0.1777777777777778
axiom,assioma,0.22666666666666668
day,giorno,0.9111111111111111
allusion,allusione,0.016666666666666607
chaos,caos,0.033333333333333326
discipline,disciplina,0.09333333333333327
ode,ode,0.0
sorority,sorellanza,0.5333333333333334
tenuous,tenue,0.21333333333333337
wilderness,natura selvaggia,0.7066666666666667
primacy,primato,0.24761904761904763
demeaning,umiliante,0.5777777777777778
disgrace,disgrazia,0.22499999999999998
